Eid,Subtype,Publish_year,Publish_month
2-s2.0-85068756043,Article,2019,11
2-s2.0-85061497116,Article,2019,02
2-s2.0-85059955225,Article,2019,01
2-s2.0-85060432122,Conference Paper,2019,01
2-s2.0-85064633801,Article,2019,01
2-s2.0-85064847838,Review,2019,09
2-s2.0-85070306272,Article,2019,10
2-s2.0-85073221902,Article,2019,12
2-s2.0-85094613812,Book Chapter,2019,01
2-s2.0-85046022382,Review,2019,01
2-s2.0-85070077180,Article,2019,07
2-s2.0-85068537258,Review,2019,05
2-s2.0-85079161399,Article,2019,12
2-s2.0-85081675899,Conference Paper,2019,10
2-s2.0-85069946730,Article,2019,09
2-s2.0-85055936299,Article,2019,04
2-s2.0-85070363713,Article,2019,08
2-s2.0-85064072356,Article,2019,06
2-s2.0-85071933340,Article,2019,08
2-s2.0-85064489933,Review,2019,04
2-s2.0-85060852283,Article,2019,07
2-s2.0-85057243328,Article,2019,02
2-s2.0-85079900390,Conference Paper,2019,12
2-s2.0-85072695860,Article,2019,11
2-s2.0-85063617126,Article,2019,03
2-s2.0-85066163506,Article,2019,06
2-s2.0-85045712626,Article,2019,09
2-s2.0-85060756283,Article,2019,03
2-s2.0-85068417627,Article,2019,10
2-s2.0-85074703525,Article,2019,12
2-s2.0-85073944591,Article,2019,12
2-s2.0-85069945116,Editorial,2019,11
2-s2.0-85077816578,Conference Paper,2019,12
2-s2.0-85062693400,Article,2019,03
2-s2.0-85066853639,Article,2019,06
2-s2.0-85067981296,Article,2019,08
2-s2.0-85060657199,Article,2019,04
2-s2.0-85073243149,Article,2019,10
2-s2.0-85069616898,Article,2019,12
2-s2.0-85067227385,Article,2019,08
2-s2.0-85055156899,Article,2019,01
2-s2.0-85165201619,Article,2019,05
2-s2.0-85075458115,Article,2019,12
2-s2.0-85086497121,Book Chapter,2019,10
2-s2.0-85059339334,Article,2019,03
2-s2.0-85064073723,Article,2019,09
2-s2.0-85067798131,Article,2019,06
2-s2.0-85076670371,Conference Paper,2019,04
2-s2.0-85068206905,Article,2019,08
2-s2.0-85061268366,Article,2019,06
2-s2.0-85074874488,Article,2019,12
2-s2.0-85062150316,Article,2019,02
2-s2.0-85068215396,Article,2019,11
2-s2.0-85068619268,Note,2019,03
2-s2.0-85051641727,Article,2019,01
2-s2.0-85102063580,Article,2019,01
2-s2.0-85062405110,Article,2019,06
2-s2.0-85057737844,Article,2019,04
2-s2.0-85068568993,Article,2019,09
2-s2.0-85081699729,Conference Paper,2019,10
2-s2.0-85076780988,Article,2019,12
2-s2.0-85073743505,Article,2019,11
2-s2.0-85076788358,Conference Paper,2019,10
2-s2.0-85079847809,Conference Paper,2019,12
2-s2.0-85053255961,Article,2019,07
2-s2.0-85067067392,Conference Paper,2019,05
2-s2.0-85064967217,Article,2019,04
2-s2.0-85071269811,Article,2019,08
2-s2.0-85059015674,Article,2019,04
2-s2.0-85069447387,Article,2019,08
2-s2.0-85066155098,Article,2019,06
2-s2.0-85060657637,Article,2019,02
2-s2.0-85078136559,Article,2019,12
2-s2.0-85070831038,Review,2019,11
2-s2.0-85038623590,Article,2019,01
2-s2.0-85076606991,Article,2019,12
2-s2.0-85073635359,Review,2019,10
2-s2.0-85064720430,Conference Paper,2019,03
2-s2.0-85067043452,Article,2019,09
2-s2.0-85070777727,Article,2019,06
2-s2.0-85072134240,Letter,2019,10
2-s2.0-85062612339,Article,2019,03
2-s2.0-85072514984,Article,2019,09
2-s2.0-85066785164,Article,2019,12
2-s2.0-85057454226,Article,2019,01
2-s2.0-85064928643,Article,2019,08
2-s2.0-85068780426,Article,2019,07
2-s2.0-85068802771,Article,2019,05
2-s2.0-85066081355,Article,2019,05
2-s2.0-85062282034,Article,2019,12
2-s2.0-85074908496,Article,2019,11
2-s2.0-85082518972,Conference Paper,2019,12
2-s2.0-85064713967,Article,2019,07
2-s2.0-85066084611,Article,2019,04
2-s2.0-85092051828,Article,2019,08
2-s2.0-85064222596,Article,2019,06
2-s2.0-85059576200,Article,2019,01
2-s2.0-85061273040,Article,2019,04
2-s2.0-85071339525,Article,2019,09
2-s2.0-85065794652,Article,2019,10
2-s2.0-85055054199,Article,2019,02
2-s2.0-85079696129,Article,2019,12
2-s2.0-85054374904,Article,2019,01
2-s2.0-85065581660,Article,2019,04
2-s2.0-85075449099,Article,2019,11
2-s2.0-85061204646,Article,2019,02
2-s2.0-85068163650,Article,2019,10
2-s2.0-85064273071,Article,2019,03
2-s2.0-85057559091,Article,2019,07
2-s2.0-85050487989,Article,2019,08
2-s2.0-85065339809,Article,2019,04
2-s2.0-85065773625,Article,2019,07
2-s2.0-85074741775,Article,2019,12
2-s2.0-85055093749,Article,2019,02
2-s2.0-85074177383,Article,2019,11
2-s2.0-85092293406,Article,2019,12
2-s2.0-85079569499,Book Chapter,2019,01
2-s2.0-85082046501,Conference Paper,2019,10
2-s2.0-85071882735,Article,2019,09
2-s2.0-85060998920,Article,2019,04
2-s2.0-85059210211,Article,2019,01
2-s2.0-85065891428,Review,2019,06
2-s2.0-85076108268,Article,2019,11
2-s2.0-85068345342,Article,2019,10
2-s2.0-85114944047,Book Chapter,2019,01
2-s2.0-85071968224,Data Paper,2019,12
2-s2.0-85061693748,Article,2019,04
2-s2.0-85069927207,Article,2019,07
2-s2.0-85053341767,Article,2019,01
2-s2.0-85068260467,Conference Paper,2019,05
2-s2.0-85069267290,Article,2019,07
2-s2.0-85060706285,Article,2019,10
2-s2.0-85061481162,Article,2019,02
2-s2.0-85059664050,Article,2019,01
2-s2.0-85072063681,Article,2019,11
2-s2.0-85082508161,Conference Paper,2019,12
2-s2.0-85060288474,Article,2019,06
2-s2.0-85067650753,Article,2019,08
2-s2.0-85065022972,Conference Paper,2019,04
2-s2.0-85068530123,Article,2019,06
2-s2.0-85065545013,Article,2019,09
2-s2.0-85069209605,Conference Paper,2019,03
2-s2.0-85074164198,Article,2019,10
2-s2.0-85075832225,Article,2019,12
2-s2.0-85067473493,Article,2019,07
2-s2.0-85058911924,Article,2019,01
2-s2.0-85073676593,Article,2019,09
2-s2.0-85061251641,Article,2019,03
2-s2.0-85079253133,Book Chapter,2019,01
2-s2.0-85058366361,Article,2019,12
2-s2.0-85062823569,Article,2019,03
2-s2.0-85067914259,Article,2019,05
2-s2.0-85070546671,Article,2019,08
2-s2.0-85062521369,Article,2019,04
2-s2.0-85076638339,Article,2019,12
2-s2.0-85058056328,Article,2019,01
2-s2.0-85072532748,Article,2019,11
2-s2.0-85075060368,Conference Paper,2019,10
2-s2.0-85079866987,Conference Paper,2019,12
2-s2.0-85057530068,Review,2019,02
2-s2.0-85057555958,Article,2019,07
2-s2.0-85061046421,Article,2019,06
2-s2.0-85060748827,Article,2019,01
2-s2.0-85064197492,Article,2019,04
2-s2.0-85067520912,Article,2019,11
2-s2.0-85073208447,Article,2019,09
2-s2.0-85109287034,Article,2019,03
2-s2.0-85058432591,Article,2019,05
2-s2.0-85068672638,Conference Paper,2019,07
2-s2.0-85065878741,Review,2019,05
2-s2.0-85072159836,Article,2019,07
2-s2.0-85044784363,Article,2019,01
2-s2.0-85073694205,Article,2019,12
2-s2.0-85070663484,Letter,2019,10
2-s2.0-85070547689,Conference Paper,2019,02
2-s2.0-85066929952,Article,2019,11
2-s2.0-85060147843,Article,2019,01
2-s2.0-85078018843,Conference Paper,2019,06
2-s2.0-85065635944,Article,2019,08
2-s2.0-85072180754,Conference Paper,2019,08
2-s2.0-85061282315,Article,2019,03
2-s2.0-85072950069,Conference Paper,2019,02
2-s2.0-85073978446,Article,2019,12
2-s2.0-85071327120,Article,2019,07
2-s2.0-85065520574,Article,2019,05
2-s2.0-85066021448,Article,2019,09
2-s2.0-85063688788,Article,2019,03
2-s2.0-85069745031,Article,2019,11
2-s2.0-85073835730,Article,2019,10
2-s2.0-85059328174,Article,2019,03
2-s2.0-85069431051,Article,2019,12
2-s2.0-85066493929,Article,2019,08
2-s2.0-85064311597,Article,2019,05
2-s2.0-85078255993,Article,2019,06
2-s2.0-85057150050,Article,2019,01
2-s2.0-85076190884,Conference Paper,2019,10
2-s2.0-85074352439,Article,2019,12
2-s2.0-85067231564,Article,2019,11
2-s2.0-85062611941,Article,2019,02
2-s2.0-85077820406,Conference Paper,2019,12
2-s2.0-85065571028,Article,2019,03
2-s2.0-85117559012,Book,2019,08
2-s2.0-85067024027,Article,2019,06
2-s2.0-85069807751,Article,2019,04
2-s2.0-85075935472,Article,2019,11
2-s2.0-85064223201,Article,2019,03
2-s2.0-85072057666,Article,2019,09
2-s2.0-85065405857,Article,2019,05
2-s2.0-85073334860,Article,2019,07
2-s2.0-85069730951,Article,2019,05
2-s2.0-85054833238,Article,2019,01
2-s2.0-85067890305,Article,2019,08
2-s2.0-85070294206,Note,2019,12
2-s2.0-85083727574,Book Chapter,2019,01
2-s2.0-85059762491,Article,2019,03
2-s2.0-85073474269,Article,2019,10
2-s2.0-85062777627,Conference Paper,2019,01
2-s2.0-85076066187,Article,2019,12
2-s2.0-85067852016,Article,2019,09
2-s2.0-85064087350,Article,2019,04
2-s2.0-85069794996,Review,2019,08
2-s2.0-85061712311,Article,2019,01
2-s2.0-85066506007,Article,2019,05
2-s2.0-85060207023,Conference Paper,2019,02
2-s2.0-85077959855,Conference Paper,2019,10
2-s2.0-85078828683,Conference Paper,2019,07
2-s2.0-85059535512,Article,2019,05
2-s2.0-85021899740,Article,2019,01
2-s2.0-85073767673,Article,2019,03
2-s2.0-85066617072,Article,2019,09
2-s2.0-85085858330,Conference Paper,2019,11
2-s2.0-85063193222,Conference Paper,2019,02
2-s2.0-85071900427,Article,2019,10
2-s2.0-85072872902,Article,2019,12
2-s2.0-85074957444,Article,2019,07
2-s2.0-85019690175,Article,2019,05
2-s2.0-85078697310,Conference Paper,2019,07
2-s2.0-85058859158,Article,2019,05
2-s2.0-85076623460,Article,2019,03
2-s2.0-85072693353,Article,2019,09
2-s2.0-85085862165,Conference Paper,2019,11
2-s2.0-85061985306,Article,2019,02
2-s2.0-85071870242,Review,2019,10
2-s2.0-85072872853,Article,2019,12
2-s2.0-85077438823,Article,2019,07
2-s2.0-85066336496,Article,2019,05
2-s2.0-85057584822,Article,2019,01
2-s2.0-85076105888,Article,2019,12
2-s2.0-85073360213,Article,2019,01
2-s2.0-85067797503,Article,2019,09
2-s2.0-85064056375,Article,2019,04
2-s2.0-85069744860,Article,2019,08
2-s2.0-85061479711,Article,2019,01
2-s2.0-85066801011,Article,2019,05
2-s2.0-85060228897,Article,2019,02
2-s2.0-85077773182,Conference Paper,2019,10
2-s2.0-85075926519,Article,2019,11
2-s2.0-85064220931,Article,2019,03
2-s2.0-85074134520,Article,2019,09
2-s2.0-85065407091,Article,2019,05
2-s2.0-85073363722,Article,2019,07
2-s2.0-85063357597,Article,2019,05
2-s2.0-85067699416,Article,2019,08
2-s2.0-85054874307,Article,2019,01
2-s2.0-85070309338,Article,2019,12
2-s2.0-85059943613,Article,2019,03
2-s2.0-85071579584,Article,2019,01
2-s2.0-85073503900,Article,2019,10
2-s2.0-85084303630,Article,2019,06
2-s2.0-85057489087,Article,2019,01
2-s2.0-85076169846,Conference Paper,2019,10
2-s2.0-85074354686,Article,2019,12
2-s2.0-85067232405,Article,2019,11
2-s2.0-85077820495,Conference Paper,2019,12
2-s2.0-85062611662,Article,2019,02
2-s2.0-85062453413,Article,2019,03
2-s2.0-85074871509,Conference Paper,2019,08
2-s2.0-85064654196,Article,2019,06
2-s2.0-85067988807,Conference Paper,2019,04
2-s2.0-85071649908,Article,2019,07
2-s2.0-85065540486,Article,2019,05
2-s2.0-85077512723,Conference Paper,2019,09
2-s2.0-85063645926,Article,2019,03
2-s2.0-85083282600,Book Chapter,2019,01
2-s2.0-85075113874,Article,2019,11
2-s2.0-85074145475,Article,2019,10
2-s2.0-85059627801,Article,2019,03
2-s2.0-85069434452,Article,2019,12
2-s2.0-85066467294,Article,2019,08
2-s2.0-85063392269,Article,2019,05
2-s2.0-85066482709,Article,2019,11
2-s2.0-85061793923,Conference Paper,2019,01
2-s2.0-85078032220,Conference Paper,2019,06
2-s2.0-85067005434,Article,2019,08
2-s2.0-85072179938,Conference Paper,2019,08
2-s2.0-85060438181,Article,2019,03
2-s2.0-85068050759,Letter,2019,02
2-s2.0-85073986591,Article,2019,12
2-s2.0-85069710973,Book Chapter,2019,01
2-s2.0-85070062407,Article,2019,11
2-s2.0-85073223644,Editorial,2019,09
2-s2.0-85133592389,Article,2019,03
2-s2.0-85058413377,Article,2019,05
2-s2.0-85068638221,Conference Paper,2019,07
2-s2.0-85066125699,Article,2019,05
2-s2.0-85044751585,Article,2019,01
2-s2.0-85079670148,Article,2019,07
2-s2.0-85073571196,Article,2019,12
2-s2.0-85093484714,Book Chapter,2019,01
2-s2.0-85070330622,Review,2019,10
2-s2.0-85070183838,Book Chapter,2019,01
2-s2.0-85046413784,Article,2019,02
2-s2.0-85070441811,Article,2019,08
2-s2.0-85062401151,Article,2019,04
2-s2.0-85077801415,Conference Paper,2019,12
2-s2.0-85062639795,Conference Paper,2019,01
2-s2.0-85072380302,Article,2019,11
2-s2.0-85075036504,Conference Paper,2019,10
2-s2.0-85058024341,Article,2019,02
2-s2.0-85079855401,Conference Paper,2019,12
2-s2.0-85058181865,Article,2019,07
2-s2.0-85061341248,Article,2019,06
2-s2.0-85060716269,Article,2019,01
2-s2.0-85064239116,Article,2019,04
2-s2.0-85067344011,Article,2019,07
2-s2.0-85058915017,Article,2019,01
2-s2.0-85073732214,Article,2019,09
2-s2.0-85061294002,Article,2019,03
2-s2.0-85057063786,Article,2019,12
2-s2.0-85062784341,Article,2019,03
2-s2.0-85068765011,Article,2019,05
2-s2.0-85059492904,Article,2019,01
2-s2.0-85072156800,Article,2019,11
2-s2.0-85082519384,Conference Paper,2019,12
2-s2.0-85048370494,Review,2019,06
2-s2.0-85063436532,Article,2019,08
2-s2.0-85064231257,Article,2019,04
2-s2.0-85068593358,Article,2019,06
2-s2.0-85064371460,Book Chapter,2019,01
2-s2.0-85065797616,Article,2019,09
2-s2.0-85063749750,Article,2019,03
2-s2.0-85073753650,Article,2019,10
2-s2.0-85075813886,Article,2019,12
2-s2.0-85076020278,Article,2019,11
2-s2.0-85068343182,Review,2019,10
2-s2.0-85071857556,Article,2019,12
2-s2.0-85061737002,Review,2019,04
2-s2.0-85053307043,Article,2019,01
2-s2.0-85070274255,Conference Paper,2019,07
2-s2.0-85067284136,Conference Paper,2019,05
2-s2.0-85068905843,Article,2019,07
2-s2.0-85064441106,Article,2019,10
2-s2.0-85048763030,Article,2019,02
2-s2.0-85050493037,Article,2019,08
2-s2.0-85065424126,Article,2019,04
2-s2.0-85065823039,Article,2019,07
2-s2.0-85055317027,Review,2019,02
2-s2.0-85074189829,Letter,2019,12
2-s2.0-85074176243,Article,2019,11
2-s2.0-85093660739,Conference Paper,2019,12
2-s2.0-85060891652,Article,2019,01
2-s2.0-85058022024,Review,2019,10
2-s2.0-85071830222,Article,2019,09
2-s2.0-85060775236,Article,2019,04
2-s2.0-85059231804,Article,2019,01
2-s2.0-85065888561,Article,2019,06
2-s2.0-85054367105,Article,2019,01
2-s2.0-85063203722,Article,2019,04
2-s2.0-85075204167,Erratum,2019,11
2-s2.0-85061267681,Article,2019,02
2-s2.0-85068184061,Article,2019,10
2-s2.0-85064394773,Article,2019,03
2-s2.0-85070232264,Article,2019,07
2-s2.0-85074885417,Article,2019,11
2-s2.0-85082516789,Conference Paper,2019,12
2-s2.0-85064877794,Article,2019,07
2-s2.0-85066395588,Article,2019,04
2-s2.0-85096713258,Review,2019,08
2-s2.0-85064183454,Article,2019,06
2-s2.0-85061249305,Review,2019,04
2-s2.0-85071173852,Article,2019,09
2-s2.0-85067209635,Article,2019,10
2-s2.0-85054885422,Article,2019,02
2-s2.0-85081640923,Article,2019,12
2-s2.0-85072155713,Data Paper,2019,10
2-s2.0-85062644157,Article,2019,03
2-s2.0-85072761516,Article,2019,09
2-s2.0-85067022920,Article,2019,12
2-s2.0-85064480879,Article,2019,08
2-s2.0-85057772904,Article,2019,01
2-s2.0-85068779831,Article,2019,07
2-s2.0-85068782621,Article,2019,05
2-s2.0-85066261684,Article,2019,05
2-s2.0-85061964206,Article,2019,12
2-s2.0-85064398210,Article,2019,04
2-s2.0-85071655007,Article,2019,08
2-s2.0-85064889205,Article,2019,06
2-s2.0-85078139291,Article,2019,12
2-s2.0-85060612458,Article,2019,02
2-s2.0-85070836015,Article,2019,11
2-s2.0-85038024373,Article,2019,01
2-s2.0-85076512113,Article,2019,12
2-s2.0-85073610428,Article,2019,10
2-s2.0-85063432098,Article,2019,03
2-s2.0-85067259818,Article,2019,09
2-s2.0-85071492943,Conference Paper,2019,06
2-s2.0-85062321467,Article,2019,06
2-s2.0-85057621821,Article,2019,04
2-s2.0-85068122411,Article,2019,09
2-s2.0-85084632494,Conference Paper,2019,10
2-s2.0-85076849567,Article,2019,12
2-s2.0-85073703491,Article,2019,11
2-s2.0-85076735148,Conference Paper,2019,10
2-s2.0-85079846505,Conference Paper,2019,12
2-s2.0-85054342718,Article,2019,07
2-s2.0-85062102028,Article,2019,05
2-s2.0-85064985698,Article,2019,04
2-s2.0-85071337789,Article,2019,08
2-s2.0-85069631731,Erratum,2019,03
2-s2.0-85067853943,Article,2019,01
2-s2.0-85075343986,Article,2019,12
2-s2.0-85074141559,Article,2019,10
2-s2.0-85059552033,Article,2019,03
2-s2.0-85064138325,Article,2019,09
2-s2.0-85067811443,Article,2019,06
2-s2.0-85074242903,Article,2019,04
2-s2.0-85070975532,Article,2019,08
2-s2.0-85067672334,Conference Paper,2019,06
2-s2.0-85061892798,Article,2019,02
2-s2.0-85077395426,Article,2019,12
2-s2.0-85068402553,Article,2019,11
2-s2.0-85073287936,Article,2019,10
2-s2.0-85069699539,Article,2019,12
2-s2.0-85067212514,Article,2019,08
2-s2.0-85147473439,Article,2019,05
2-s2.0-85066432223,Article,2019,06
2-s2.0-85049320878,Editorial,2019,09
2-s2.0-85060943807,Article,2019,03
2-s2.0-85067540847,Article,2019,10
2-s2.0-85074667265,Article,2019,12
2-s2.0-85073948478,Article,2019,12
2-s2.0-85069974967,Article,2019,11
2-s2.0-85077817274,Conference Paper,2019,12
2-s2.0-85063060643,Conference Paper,2019,03
2-s2.0-85065507001,Article,2019,06
2-s2.0-85067859084,Article,2019,08
2-s2.0-85060336452,Article,2019,04
2-s2.0-85063615771,Article,2019,03
2-s2.0-85056163899,Article,2019,01
2-s2.0-85079452584,Article,2019,12
2-s2.0-85081682164,Conference Paper,2019,10
2-s2.0-85069908392,Article,2019,09
2-s2.0-85055912001,Article,2019,04
2-s2.0-85069942029,Article,2019,08
2-s2.0-85064000888,Article,2019,06
2-s2.0-85072010649,Article,2019,08
2-s2.0-85064522654,Article,2019,04
2-s2.0-85061275882,Article,2019,07
2-s2.0-85079882811,Conference Paper,2019,12
2-s2.0-85057310610,Article,2019,02
2-s2.0-85072674103,Review,2019,11
2-s2.0-85070257756,Book Chapter,2019,01
2-s2.0-85070208414,Article,2019,10
2-s2.0-85073117460,Article,2019,12
2-s2.0-85070831943,Article,2019,07
2-s2.0-85045765941,Article,2019,01
2-s2.0-85021627517,Article,2019,05
2-s2.0-85061485252,Article,2019,02
2-s2.0-85057610599,Article,2019,01
2-s2.0-85060779863,Article,2019,01
2-s2.0-85065043359,Article,2019,09
2-s2.0-85064569340,Article,2019,01
2-s2.0-85073102386,Review,2019,10
2-s2.0-85055029499,Article,2019,03
2-s2.0-85073259336,Article,2019,09
2-s2.0-85065924078,Article,2019,12
2-s2.0-85063280998,Article,2019,08
2-s2.0-85067202102,Article,2019,07
2-s2.0-85074912650,Conference Paper,2019,05
2-s2.0-85069293544,Article,2019,07
2-s2.0-85062528852,Article,2019,05
2-s2.0-85165214033,Article,2019,09
2-s2.0-85062904772,Article,2019,03
2-s2.0-85073008960,Article,2019,11
2-s2.0-85074045701,Erratum,2019,11
2-s2.0-85070887862,Article,2019,12
2-s2.0-85055718889,Article,2019,02
2-s2.0-85065517512,Note,2019,07
2-s2.0-85059905088,Article,2019,01
2-s2.0-85065074990,Article,2019,04
2-s2.0-85062224724,Conference Paper,2019,01
2-s2.0-85066625830,Conference Paper,2019,05
2-s2.0-85072810668,Conference Paper,2019,07
2-s2.0-85052368654,Article,2019,01
2-s2.0-85072048011,Article,2019,12
2-s2.0-85068498995,Article,2019,10
2-s2.0-85057539983,Article,2019,02
2-s2.0-85060235820,Article,2019,02
2-s2.0-85084333484,Conference Paper,2019,11
2-s2.0-85073463109,Conference Paper,2019,09
2-s2.0-85068002153,Article,2019,03
2-s2.0-85105802358,Article,2019,04
2-s2.0-85077955244,Conference Paper,2019,07
2-s2.0-85060516034,Article,2019,01
2-s2.0-85056879182,Article,2019,02
2-s2.0-85062235082,Conference Paper,2019,01
2-s2.0-85070715450,Article,2019,09
2-s2.0-85075066218,Article,2019,11
2-s2.0-85054500998,Article,2019,02
2-s2.0-85069907304,Article,2019,10
2-s2.0-85071390008,Article,2019,12
2-s2.0-85064521348,Article,2019,04
2-s2.0-85065657338,Article,2019,07
2-s2.0-85061010158,Article,2019,05
2-s2.0-85073520081,Conference Paper,2019,07
2-s2.0-85065826961,Article,2019,04
2-s2.0-85065189084,Article,2019,03
2-s2.0-85073471813,Article,2019,09
2-s2.0-85077265470,Note,2019,11
2-s2.0-85070218368,Article,2019,11
2-s2.0-85060865748,Article,2019,02
2-s2.0-85076538010,Article,2019,12
2-s2.0-85062897997,Article,2019,06
2-s2.0-85063483153,Article,2019,04
2-s2.0-85062100230,Conference Paper,2019,01
2-s2.0-85070330801,Article,2019,05
2-s2.0-85056386047,Article,2019,01
2-s2.0-85065157949,Article,2019,08
2-s2.0-85067253509,Article,2019,12
2-s2.0-85056243477,Article,2019,03
2-s2.0-85072365396,Article,2019,10
2-s2.0-85123040672,Conference Paper,2019,11
2-s2.0-85063529604,Article,2019,03
2-s2.0-85107208968,Article,2019,09
2-s2.0-85062372596,Review,2019,05
2-s2.0-85070819712,Article,2019,07
2-s2.0-85078201825,Article,2019,12
2-s2.0-85029707412,Article,2019,01
2-s2.0-85071252374,Article,2019,11
2-s2.0-85064588155,Article,2019,04
2-s2.0-85072164426,Conference Paper,2019,08
2-s2.0-85063476749,Article,2019,01
2-s2.0-85068441398,Article,2019,06
2-s2.0-85058838636,Article,2019,03
2-s2.0-85066952889,Article,2019,09
2-s2.0-85069219917,Article,2019,06
2-s2.0-85076443678,Letter,2019,12
2-s2.0-85066617400,Review,2019,10
2-s2.0-85057791875,Letter,2019,01
2-s2.0-85068693256,Article,2019,07
2-s2.0-85062186210,Article,2019,03
2-s2.0-85072108992,Article,2019,09
2-s2.0-85063755952,Article,2019,12
2-s2.0-85063251559,Conference Paper,2019,03
2-s2.0-85066485305,Article,2019,05
2-s2.0-85063761458,Article,2019,07
2-s2.0-85066081928,Article,2019,04
2-s2.0-85075630712,Conference Paper,2019,08
2-s2.0-85074850336,Article,2019,11
2-s2.0-85082515751,Conference Paper,2019,12
2-s2.0-85056002139,Article,2019,02
2-s2.0-85053770402,Article,2019,02
2-s2.0-85074947604,Conference Paper,2019,10
2-s2.0-85085127487,Article,2019,12
2-s2.0-85064695154,Review,2019,06
2-s2.0-85061995213,Article,2019,04
2-s2.0-85071495576,Article,2019,09
2-s2.0-85071029353,Article,2019,12
2-s2.0-85075520597,Article,2019,11
2-s2.0-85069618021,Article,2019,10
2-s2.0-85061741555,Article,2019,05
2-s2.0-85064843344,Article,2019,04
2-s2.0-85069180565,Review,2019,07
2-s2.0-85068725245,Conference Paper,2019,07
2-s2.0-85050459634,Review,2019,02
2-s2.0-85067022720,Article,2019,10
2-s2.0-85075465498,Review,2019,12
2-s2.0-85074277455,Article,2019,11
2-s2.0-85072628048,Article,2019,08
2-s2.0-85065745297,Article,2019,04
2-s2.0-85066091299,Article,2019,07
2-s2.0-85065160658,Article,2019,01
2-s2.0-85071748726,Article,2019,09
2-s2.0-85060188313,Article,2019,04
2-s2.0-85065660177,Article,2019,06
2-s2.0-85059342964,Article,2019,01
2-s2.0-85085663916,Article,2019,12
2-s2.0-85090415111,Conference Paper,2019,10
2-s2.0-85052470702,Article,2019,02
2-s2.0-85053770847,Article,2019,01
2-s2.0-85061527393,Article,2019,04
2-s2.0-85075880033,Article,2019,11
2-s2.0-85066852583,Article,2019,03
2-s2.0-85066020607,Article,2019,10
2-s2.0-85061233117,Erratum,2019,02
2-s2.0-85077639150,Book Chapter,2019,01
2-s2.0-85064179770,Article,2019,07
2-s2.0-85042087917,Article,2019,06
2-s2.0-85067566195,Article,2019,08
2-s2.0-85065097067,Editorial,2019,04
2-s2.0-85071773911,Article,2019,11
2-s2.0-85058552080,Article,2019,01
2-s2.0-85061297966,Article,2019,02
2-s2.0-85076952339,Article,2019,12
2-s2.0-85074724262,Article,2019,10
2-s2.0-85076061048,Erratum,2019,12
2-s2.0-85068666866,Article,2019,06
2-s2.0-85066068438,Article,2019,09
2-s2.0-85034986184,Article,2019,04
2-s2.0-85075278106,Article,2019,09
2-s2.0-85061831704,Article,2019,03
2-s2.0-85063760803,Article,2019,12
2-s2.0-85072755936,Article,2019,10
2-s2.0-85067633409,Article,2019,07
2-s2.0-85072974417,Conference Paper,2019,05
2-s2.0-85058812442,Letter,2019,01
2-s2.0-85061343622,Article,2019,08
2-s2.0-85067133708,Article,2019,05
2-s2.0-85075950590,Article,2019,11
2-s2.0-85069751432,Article,2019,12
2-s2.0-85052095885,Article,2019,01
2-s2.0-85070697589,Article,2019,08
2-s2.0-85063199992,Article,2019,04
2-s2.0-85069680020,Article,2019,09
2-s2.0-85060913403,Article,2019,01
2-s2.0-85060467882,Letter,2019,06
2-s2.0-85058816224,Article,2019,02
2-s2.0-85074868738,Article,2019,10
2-s2.0-85056569852,Article,2019,05
2-s2.0-85101932207,Article,2019,07
2-s2.0-85074625387,Article,2019,11
2-s2.0-85069855226,Article,2019,01
2-s2.0-85076708497,Conference Paper,2019,09
2-s2.0-85108181403,Article,2019,03
2-s2.0-85073744951,Article,2019,12
2-s2.0-85070745231,Article,2019,10
2-s2.0-85017162564,Review,2019,03
2-s2.0-85064211362,Article,2019,05
2-s2.0-85039710300,Article,2019,08
2-s2.0-85072766903,Conference Paper,2019,06
2-s2.0-85062206780,Conference Paper,2019,01
2-s2.0-85064241865,Article,2019,11
2-s2.0-85067127006,Article,2019,02
2-s2.0-85076699514,Article,2019,12
2-s2.0-85073987456,Article,2019,12
2-s2.0-85069555093,Article,2019,11
2-s2.0-85063008614,Article,2019,01
2-s2.0-85064123792,Article,2019,04
2-s2.0-85072229317,Conference Paper,2019,08
2-s2.0-85064079494,Article,2019,03
2-s2.0-85041115195,Article,2019,06
2-s2.0-85068443822,Article,2019,09
2-s2.0-85064047467,Article,2019,03
2-s2.0-85077110204,Conference Paper,2019,11
2-s2.0-85071675895,Article,2019,07
2-s2.0-85065845041,Article,2019,05
2-s2.0-85055680825,Article,2019,01
2-s2.0-85066434744,Article,2019,08
2-s2.0-85067334593,Conference Paper,2019,05
2-s2.0-85073831223,Article,2019,10
2-s2.0-85058414354,Article,2019,03
2-s2.0-85068862375,Article,2019,12
2-s2.0-85054364012,Article,2019,11
2-s2.0-85053782938,Article,2019,01
2-s2.0-85107424871,Article,2019,06
2-s2.0-85062688767,Article,2019,09
2-s2.0-85077219094,Article,2019,03
2-s2.0-85071615855,Article,2019,08
2-s2.0-85062961040,Article,2019,01
2-s2.0-85074346751,Article,2019,12
2-s2.0-85062823804,Article,2019,02
2-s2.0-85064175216,Article,2019,05
2-s2.0-85072059100,Article,2019,07
2-s2.0-85078316897,Conference Paper,2019,11
2-s2.0-85064216236,Article,2019,03
2-s2.0-85071991941,Review,2019,09
2-s2.0-85081260482,Book Chapter,2019,01
