_id,funding_agency_name,Country
6752973df70a6504336c0293,Czech Republic,Czech Republic
6752973df70a6504336c0294,GridKA,Germany
6752973ef70a6504336c0295,INFN-CNAF,Italy
6752973ef70a6504336c0296,IRFU,Ireland
6752973ff70a6504336c0297,MES of Russia,Russia
6752973ff70a6504336c0298,MIZŠ,Slovakia
67529740f70a6504336c0299,MNE,None
67529741f70a6504336c029a,NDGF,None
67529741f70a6504336c029b,King Mongkut's Institute of Technology Ladkrabang,Thailand
67529742f70a6504336c029c,European Allergy and Clinical Immunology Research Fellowship,None
67529742f70a6504336c029d,"Graduate School and Faculty of Medicine, Chulalongkorn University",Thailand
67529743f70a6504336c029e,Phramongkutklao Hospital Foundation,Thailand
67529743f70a6504336c029f,Gavin Broad,None
67529744f70a6504336c02a0,Rachadaphiseksomphot Fund,Thailand
67529744f70a6504336c02a1,Nakhon Ratchasima Rajabhat University,Thailand
67529745f70a6504336c02a2,Aperfei?oamento de Pessoal de N?vel Superior,Brazil
67529745f70a6504336c02a3,Fundação Safra,Brazil
67529746f70a6504336c02a4,Thailand Research Fund RTA 5880002,Thailand
67529746f70a6504336c02a5,Center for Scientific and Technological Equipment,None
67529747f70a6504336c02a6,FIOCRUZ-PE,Brazil
67529748f70a6504336c02a7,Institute of Science and Technology on Neuroimmunomodulation,None
67529749f70a6504336c02a8,Oswaldo Cruz Foundation of Pernambuco,Brazil
6752974cf70a6504336c02a9,MU-MRC,None
6752974cf70a6504336c02aa,European Commission/European Respiratory Society,Belgium
6752974df70a6504336c02ab,Korean Government,South Korea
6752974ef70a6504336c02ac,N.P.,None
6752974ff70a6504336c02ad,EcoTopia Science Institute,None
6752974ff70a6504336c02ae,Postgraduate Innovation Project in Hebei Province,China
67529750f70a6504336c02af,Nation Nanotechnology Center,Thailand
67529750f70a6504336c02b0,"Immunology Laboratory, Faculty of Dentistry, Chulalongkorn University",Thailand
67529751f70a6504336c02b1,National Nanotechnology Center at National Science and Technology Development Agency,Thailand
67529752f70a6504336c02b2,Institute for Fermentation,None
67529752f70a6504336c02b3,Erasmus Mundus,None
67529752f70a6504336c02b4,Gastroenterology Association of Thailand,Thailand
67529753f70a6504336c02b5,Radchadapisek Sompoch Endowment Fund,None
67529754f70a6504336c02b6,Ratchadaphiseksomphot EndowmentFund,Thailand
67529754f70a6504336c02b7,Boston Scientific Corporation consultant for Auris Robotics,United States
67529755f70a6504336c02b8,Boston Scientific Corporation paid speaker for Karl Storz Company,None
67529755f70a6504336c02b9,"Thailand’s Office of the Higher Education Commission, Faculty of Science, Prince of Songkla University",Thailand
67529756f70a6504336c02ba,Graduate study of faculty of Science Burapha University,Thailand
67529757f70a6504336c02bb,"Talaythong farm Chon Buri, department of fisheries, faculty of agriculture and technology",Thailand
67529757f70a6504336c02bc,Trad Coastal Fisheries Research and Development Center,Philippines
67529758f70a6504336c02bd,"Department of Biology, Faculty of Science",None
67529758f70a6504336c02be,Sanam Chandra Palace campus,None
67529759f70a6504336c02bf,Tissue Culture,None
67529759f70a6504336c02c0,"Tissue Culture and Transformation, Center for Agricultural Biotechnology, Kasetsart University",Thailand
6752975af70a6504336c02c1,"Department of Chemistry, Faculty of Science",None
6752975af70a6504336c02c2,"Materials Science Research Center, Faculty of Science, Chiang Mai University",Thailand
6752975bf70a6504336c02c3,Schlumberger for Petrel,None
6752975bf70a6504336c02c4,Advance Research Center,None
6752975cf70a6504336c02c5,CU-ASEAN,None
6752975cf70a6504336c02c6,"Ministry of Higher Education, Science , Research and Innovation",Thailand
6752975df70a6504336c02c7,Shale Gas Plays in Western Canada,Canada
6752975df70a6504336c02c8,"Department of Marine Science, Faculty of Science and Fisheries Technology",None
6752975ef70a6504336c02c9,Rajamangala University of Technology Srivijaya,Thailand
6752975ff70a6504336c02ca,KMUTNBNRU,None
6752975ff70a6504336c02cb,"Centre of Excellence on Biodiversity, Thailand",Thailand
67529760f70a6504336c02cc,Priority Academic Program Development of Jiangsu High Education Institutions and High-tech Research Key laboratory of Zhenjiang,China
67529760f70a6504336c02cd,Huang Pacific Foundation,None
67529761f70a6504336c02ce,Pacific Foundation and That Man May See Foundation,The United States
67529761f70a6504336c02cf,"Faculty of Liberal Arts and Science, Kasetsart University",Thailand
67529762f70a6504336c02d0,"Department of Periodontology, Faculty of Dentistry, Chulalongkorn University",Thailand
67529762f70a6504336c02d1,Science of the Russian Federation,Russia
67529763f70a6504336c02d2,"Her Royal Highness Princess Maha Chakri Sirindhorn, Polar Research Project",Thailand
67529763f70a6504336c02d3,Information Technology Foundation,None
67529764f70a6504336c02d4,Initiatives of Her Royal Highness Princess Maha Chakri Sirindhorn,Thailand
67529765f70a6504336c02d5,Thailand Institute of Nuclear Technology,Thailand
67529765f70a6504336c02d6,"Faculty of Veterinary Science , Chulalongkorn University",Thailand
67529766f70a6504336c02d7,Research Grant for Mid-Career University,None
67529766f70a6504336c02d8,NIAID Division of Clinical Research,United States
67529767f70a6504336c02d9,NIAID Intramural Research Program,United States
67529768f70a6504336c02da,US Department of Health and Human Services,United States
67529768f70a6504336c02db,US Government,The United States
67529769f70a6504336c02dc,KEMENRISTEKDIKTI,Indonesia
67529769f70a6504336c02dd,RUDN University Program 5-100,Russia
6752976af70a6504336c02de,Chulalongkorn University via Ratchadapisek Somphot Fund,Thailand
6752976af70a6504336c02df,Energy Storage Cluster of Chulalongkorn University and National Science and Technology Development,Thailand
6752976bf70a6504336c02e0,National Science and Technology Development,Thailand
6752976cf70a6504336c02e1,Center of Excellence in Liver Diseases,None
6752976cf70a6504336c02e2,"Center of Excellence for Marine Biotechnology, Department of Marine Science",None
6752976df70a6504336c02e3,S&T postgraduate Education and Research Development Office,None
6752976df70a6504336c02e4,Biofilms ‐ Research Center for Biointerfaces at Malmö University,Sweden
6752976ef70a6504336c02e5,Hunstman Petrochemical Corp.,None
6752976ef70a6504336c02e6,Sasol North America,United States
6752976ff70a6504336c02e7,Rutgers University,United States
67529770f70a6504336c02e8,Chulalongkorn University Fund and Ratchadapiseksomphot Endowment Fund,Thailand
67529770f70a6504336c02e9,Royal Thai Government 2014,Thailand
67529771f70a6504336c02ea,Chulalongkorn University and Medical Research Council,Thailand and United Kingdom
67529772f70a6504336c02eb,Sekiguchi of Tokyo Institute of Technology,Japan
67529772f70a6504336c02ec,Department of Advanced Manufacturing Technology,None
67529773f70a6504336c02ed,Department of Manufacturing Engineering,None
67529773f70a6504336c02ee,Mayo Foundation for Medical Education & Research and the Rochester Epidemiology Project,United States
67529774f70a6504336c02ef,Development and Promotion of Science and Technology Talents,None
67529774f70a6504336c02f0,Swiss Confederation,Switzerland
67529775f70a6504336c02f1,Academic Fund of Division of Infectious Disease,None
67529775f70a6504336c02f2,Center for the Promotion of Research and Academic Outreach,None
67529776f70a6504336c02f3,Thailand 2Northern Thai Research Group of Radiation Oncology,None
67529776f70a6504336c02f4,Thailand 9Hirosaki University Graduate School of Health Science,None
67529777f70a6504336c02f5,Thailand Research Funding,Thailand
67529777f70a6504336c02f6,Department of Physical Therapy,None
67529778f70a6504336c02f7,Faculty of Allied Health Science,None
67529778f70a6504336c02f8,"Skin and Allergy Research Unit, Chulalongkorn University",Thailand
67529779f70a6504336c02f9,"Betagro Public Co., Ltd.",Thailand
6752977af70a6504336c02fa,HRH Princess Sirindhorn Herb Garden,Thailand
6752977af70a6504336c02fb,Ratchadaphisek-somphot Endowment Fund 2014 of Chulalongkorn University,Thailand
6752977bf70a6504336c02fc,Queen Sirikit Botanic garden,Thailand
6752977bf70a6504336c02fd,"Department of Gastroenterology and Hepatology, Singapore General Hospital",Singapore
6752977cf70a6504336c02fe,Samsung Medical Centre,South Korea
6752977df70a6504336c02ff,"Faculty of Medicine and Graduate School, Chulalongkorn University",Thailand
6752977df70a6504336c0300,University of Western Australia for Cross,Australia
6752977ff70a6504336c0301,Prince Mahidol Award Foundation,Thailand
6752977ff70a6504336c0302,JSPS Grant-in-Aid for Scientific Research,Japan
67529780f70a6504336c0303,C.K.,None
67529780f70a6504336c0304,Payap University,Thailand
67529781f70a6504336c0305,S&T Cooperation 01DP17024,None
67529781f70a6504336c0306,Fatima Amanat,None
67529782f70a6504336c0307,Shirin Strohmeier,None
67529782f70a6504336c0308,Ratchadapiseksompotch Funds,Thailand
67529783f70a6504336c0309,Department of Science and Technology-Philippine Council for Health Research and Development,Philippines
67529783f70a6504336c030a,Marine Science Institute in the University of the Philippines Diliman,Philippines
67529784f70a6504336c030b,Sonia Jacinto of the Institute of Biology,None
67529785f70a6504336c030c,St. Luke’s College of Medicine,Philippines
67529785f70a6504336c030d,UPD,None
67529786f70a6504336c030e,TRF Grant of New Scholar,None
67529786f70a6504336c030f,Department of Ophthalmology,None
67529787f70a6504336c0310,Scientific Grant Agency VEGA,Slovakia
67529788f70a6504336c0311,Development and Promotion of Science and Technology Talent Projects,None
67529788f70a6504336c0312,Thai Government Fund,Thailand
67529789f70a6504336c0313,Cluster and Programme Management Office,None
67529789f70a6504336c0314,Department of Laboratory Medicine,None
6752978af70a6504336c0315,Freeman Hospital Microbiology Department,United Kingdom
6752978af70a6504336c0316,Guangdong Province Introduced Innovative,None
6752978bf70a6504336c0317,Center of Excellence in Clinical Virology of Chulalongkorn University,Thailand
6752978bf70a6504336c0318,Liver Fibrosis,None
6752978cf70a6504336c0319,Ratchadaphiseksomphot Endowment Fund of hepatic fibrosis,Thailand
6752978cf70a6504336c031a,"Center of Excellence for Pediatric Infectious Diseases and Vaccines, Faculty of Medicine, Chulalongkorn University",Thailand
6752978df70a6504336c031b,National Vaccine Institute Fund,None
6752978df70a6504336c031c,Foundation for the Welfare,None
6752978ef70a6504336c031d,"Ratchadapiseksomphot Fund , Faculty of Medicine, Chulalongkorn University, Thailand",Thailand
6752978ef70a6504336c031e,Helmholtz-Gemeinschaft Deutscher Forschungszen-tren,Germany
6752978ff70a6504336c031f,S&T Postgraduate Education Research Development Office,None
6752978ff70a6504336c0320,CTO,None
67529790f70a6504336c0321,Jinsu Kim,None
67529791f70a6504336c0322,Center for Nano and Material Sciences,None
67529792f70a6504336c0323,"Jain University, Bangalore, India",India
67529792f70a6504336c0324,IRN,None
67529793f70a6504336c0325,"Thailand Research Fund , Thailand",Thailand
67529793f70a6504336c0326,"Center of Excellence in Clinical Virol ogy, Chulalongkorn University",Thailand
67529794f70a6504336c0327,Livestock Animal Hospital,None
67529795f70a6504336c0328,Center of Excellence in Clinical Virol-ogy,None
67529795f70a6504336c0329,Division of Gastroenterology,None
67529796f70a6504336c032a,Liver Research Unit,None
67529796f70a6504336c032b,school of sciences,None
67529797f70a6504336c032c,government of France,France
67529797f70a6504336c032d,AEI/FEDER/UE,None
67529798f70a6504336c032e,Environmental Research and Technology Development Fund,Japan
67529798f70a6504336c032f,"Ministry of the Environment , Japan",Japan
67529799f70a6504336c0330,Boehringer-Ingelheim,Germany
67529799f70a6504336c0331,ViiV Health Care/GlaxoSmithKline,United Kingdom
6752979af70a6504336c0332,Asia Pacific International University,Thailand
6752979af70a6504336c0333,Royal Thai,Thailand
6752979bf70a6504336c0334,"Chemical Approaches for Food Applications Research Group, Chulalongkorn University",Thailand
6752979cf70a6504336c0335,JWRI,None
6752979cf70a6504336c0336,Ratchadaphiseksomphot Endowment Fun,Thailand
6752979df70a6504336c0337,Thai Traditional Medical Knowledge Fund,Thailand
6752979df70a6504336c0338,Janis Noonan of Gardiner-Caldwell Communications,None
6752979ef70a6504336c0339,Lymphoma Study Association,None
6752979ef70a6504336c033a,Active Case Management network,None
6752979ff70a6504336c033b,PENTA-ID foundation,None
6752979ff70a6504336c033c,Spanish National HIV Paediatric Network,Spain
675297a0f70a6504336c033d,US NIAID,United States
675297a1f70a6504336c033e,North Dakota Water Resources Research Institute,United States
675297a1f70a6504336c033f,"Chulalongkorn University Office of International Affairs Scholarship for Short-term Research , Thailand",Thailand
675297a4f70a6504336c0340,"Chulalongkorn University Office of International Affairs Scholarship for Short-term Research, Thailand",Thailand
675297a4f70a6504336c0341,Government Research Fund,None
675297a5f70a6504336c0342,Novartis Biosciences S.A,Switzerland
675297a5f70a6504336c0343,CECI,Canada
675297a6f70a6504336c0344,CISM/UCL,Belgium
675297a6f70a6504336c0345,Consortium des Equipements de Calcul Intensif en Fédération Wallonie Bruxelles,Belgium
675297a7f70a6504336c0346,DTRA BTRP,United States
675297a8f70a6504336c0347,Jane Ford Petrin donation,None
675297a8f70a6504336c0348,University of Texas South-western Medical Center,United States
675297a9f70a6504336c0349,Fostering Joint International Research,None
675297a9f70a6504336c034a,GITAM,India
675297aaf70a6504336c034b,Gandhi Institute of Technology,India
675297aaf70a6504336c034c,Japanese Government,Japan
675297abf70a6504336c034d,MON-BUKAGAKUSHO,Japan
675297acf70a6504336c034e,MONBUKAGAKUSHO,Japan
675297acf70a6504336c034f,"National Medical Research Council, Singapore",Singapore
675297adf70a6504336c0350,University of Malaya Parkinson's Disease and Movement Disorders Research Program Fund,Malaysia
675297adf70a6504336c0351,"University of Toronto, ON, Canada)",Canada
675297aef70a6504336c0352,Vincent Chung Tong Mok,None
675297b1f70a6504336c0353,Phranakhon Rajabhat University Development Fund,Thailand
675297b1f70a6504336c0354,90thAnniversary Chulalongkorn University Fund,Thailand
675297b2f70a6504336c0355,Chulalongkorn University and Thai Traditional Medical Service Centre,Thailand
675297b2f70a6504336c0356,Department for Thai Traditional and Alternative Medicine of the Ministry of Public Health,Thailand
675297b3f70a6504336c0357,"Department of Thai Traditional and Alternative Medicine, Ministry of Public Health",Thailand
675297b4f70a6504336c0358,Ratchada-phiseksomphot Endowment Fund,Thailand
675297b4f70a6504336c0359,SukhothaiThammatirat Open University,Thailand
675297b5f70a6504336c035a,Department of Clinical Tropical Medicine,None
675297b5f70a6504336c035b,Office of Research Services,United States
675297b6f70a6504336c035c,Queen Saovabha Memorial Institute,Thailand
675297b6f70a6504336c035d,Center for Intercultural and Indigenous Research,Chile
675297b7f70a6504336c035e,Centre for Social Conflict and Cohesion Studies,Chile
675297b7f70a6504336c035f,Institute of Psychology,None
675297b8f70a6504336c0360,NU-PPC Plasma Chemical Technology Laboratory at Chulalongkorn University,Thailand
675297b8f70a6504336c0361,Surapon Foods Public Co. Ltd.,Thailand
675297b9f70a6504336c0362,"Surapon Foods Public Co., Ltd.",Thailand
675297b9f70a6504336c0363,Jongkolneenithi Foundation,Thailand
675297baf70a6504336c0364,Commission on Higher Education and Thailand Research Fund,Thailand
675297bbf70a6504336c0365,"Commission on Higher Education, Thailand Research Fund",Thailand
675297bbf70a6504336c0366,California Academy of Science,United States
675297bcf70a6504336c0367,Chulalongkorn University Museum of Natural History,Thailand
675297bcf70a6504336c0368,DU-DST,India
675297bdf70a6504336c0369,Ministry of Environment and Forestry,Indonesia
675297bdf70a6504336c036a,State Forest Departments in India,India
675297bef70a6504336c036b,University Grant Commission,India
675297bff70a6504336c036c,University of Delhi Research and Development,India
675297bff70a6504336c036d,Thailand Research Science and Innovation,Thailand
675297c0f70a6504336c036e,Atlanta Botanical Garden,United States
675297c0f70a6504336c036f,Project of Platform Construction for Plant Resources of Sichuan Province,China
675297c1f70a6504336c0370,Southeast Asia Biodiversity Research Institute,None
675297c1f70a6504336c0371,Chulalongkorn University Ratchadaphiseksomphot Endowment Fund for,Thailand
675297c2f70a6504336c0372,Fish Infectious Diseases Research Unit,None
675297c2f70a6504336c0373,"American Society of Clinical Oncology, Society for Immunotherapy of Cancer",United States
675297c3f70a6504336c0374,Fate Therapeutics,United States
675297c4f70a6504336c0375,National Institutes of Health National Cancer Institute,United States
675297c4f70a6504336c0376,"Shaanxi Innovation Capability Support Plan, China",China
675297c5f70a6504336c0377,"Shaanxi Key Research and Development Plan, China",China
675297c5f70a6504336c0378,North Dakota Water Research Institute,United States
675297c6f70a6504336c0379,MarksMan Healthcare Communications,None
675297c7f70a6504336c037a,Energy Regulatory Commission,Philippines
675297c9f70a6504336c037b,OERC,None
675297caf70a6504336c037c,Graduate Institute of Microbiology and Public Health,None
675297caf70a6504336c037d,K aohsiung Medical University Research Center,Taiwan
675297cbf70a6504336c037e,Kaohsiung Medical University Research Center,Taiwan
675297cbf70a6504336c037f,Lainan SAO,None
675297ccf70a6504336c0380,Knight Cancer Institute,United States
675297ccf70a6504336c0381,Oregon Health & Science University Medical Research Foundation,United States
675297cdf70a6504336c0382,Stupski Foundation,United States
675297cef70a6504336c0383,University of Washington Institute of Translational Health Sciences,United States
675297cef70a6504336c0384,Kanchanapisek Research Fund,Thailand
675297cff70a6504336c0385,"International Network for Lupus Research, Thailand",Thailand
675297cff70a6504336c0386,"TRF, Thailand",Thailand
675297d0f70a6504336c0387,90thAnniversary Chulalongkorn University,Thailand
675297d0f70a6504336c0388,Innovation and Technology Assistance Program,None
675297d1f70a6504336c0389,ICOS-Sweden,Sweden
675297d1f70a6504336c038a,Knute and Alice Wallenberg Foundation,Sweden
675297d2f70a6504336c038b,Swedish Infrastructure for Ecosystem Science,Sweden
675297d3f70a6504336c038c,Swedish Integrated Carbon Observation System,Sweden
675297d3f70a6504336c038d,"National Metal and Materials Technology Center, Thailand",Thailand
675297d4f70a6504336c038e,Andreas Vychytil,None
675297d4f70a6504336c038f,Angelito Bernardo,None
675297d5f70a6504336c0390,"Elaine Bowes, Edwina Brown",None
675297d6f70a6504336c0391,Jenny Shen,None
675297d6f70a6504336c0392,Mauricio Sanabria,None
675297d7f70a6504336c0393,"Chulalongkorn University , Thailand",Thailand
675297d7f70a6504336c0394,Bumrungrad Hospital,Thailand
675297d8f70a6504336c0395,CVON,Netherlands
675297d8f70a6504336c0396,Canadian Heart Rhythm Society,Canada
675297d9f70a6504336c0397,Chulalongkorn Small Animal Teaching Hospital,Thailand
675297d9f70a6504336c0398,Faculty of Veterinary Medicine,None
675297daf70a6504336c0399,Kesetsart Veterinary Hospital,None
675297daf70a6504336c039a,Mahanakorn Animal Teaching Hospital,Thailand
675297dbf70a6504336c039b,Suvarnachad Animal Hospital,None
675297dcf70a6504336c039c,CEA-DSM,France
675297dcf70a6504336c039d,Munich Institute for Astro,Germany
675297ddf70a6504336c039e,"UM, Malaysia",Malaysia
675297ddf70a6504336c039f,CDC Thailand Office,Thailand
675297dff70a6504336c03a0,Department of Medical Sciences,Thailand
675297e0f70a6504336c03a1,"Department of Medical Technology, Chiang Mai University",Thailand
675297e0f70a6504336c03a2,HIVNAT,None
675297e1f70a6504336c03a3,"Hatyai Hospital, Songkla province",Thailand
675297e2f70a6504336c03a4,Netherland Australia Thailand Research Collaboration,None
675297e3f70a6504336c03a5,Thailand Science Research and Innovation Fund,Thailand
675297e3f70a6504336c03a6,Bureau of Waterworks Tokyo Metropolitan Government,Japan
675297e4f70a6504336c03a7,Chulalongkorn University-ASEAN,Thailand
675297e4f70a6504336c03a8,Kasikorn Business Technology Group,Thailand
675297e5f70a6504336c03a9,Key Research Platforms and Research Projects of Universities in Guangdong Province,China
675297e6f70a6504336c03aa,Shenzhen Development & Reform Commission Foundation for Novel Nano-Material Sciences,China
675297e7f70a6504336c03ab,Thailand Science Research and Innovation,Thailand
675297e7f70a6504336c03ac,Shanghai International Collaboration Research Project,China
675297e8f70a6504336c03ad,Shanghai Key Basic Research Project,China
675297e8f70a6504336c03ae,College of Agriculture and Life Science,United States
675297e9f70a6504336c03af,Development and Promotion of Science and Technology Talents Scholarship,None
675297e9f70a6504336c03b0,Graduate School of Education,None
675297ebf70a6504336c03b1,"American Institute for Indonesian Studies, Wenner Gren Foundation",United States
675297ebf70a6504336c03b2,Department of Wildlife,None
675297ecf70a6504336c03b3,Forest Department of Himachal Pradesh,India
675297ecf70a6504336c03b4,Forestry Department of Peninsular Malaysia,Malaysia
675297edf70a6504336c03b5,Habitat Foundation,None
675297edf70a6504336c03b6,Indonesian Ministry of Research and Technology,Indonesia
675297eef70a6504336c03b7,Malaysian Primatological Society,Malaysia
675297eef70a6504336c03b8,National Parks of Peninsular Malaysia,Malaysia
675297eff70a6504336c03b9,PERHILITAN,Malaysia
675297f0f70a6504336c03ba,RISTEK,Indonesia
675297f0f70a6504336c03bb,EU-Horizon 2020 TASCMAR,None
675297f1f70a6504336c03bc,Mubadala Petroleum (Thailand) Limited,Thailand
675297f1f70a6504336c03bd,Royal Initiative of Her Royal Highness Princess Maha Chakri Sirindhorn and the Naval Special Warfare Command,Thailand
675297f2f70a6504336c03be,Royal Thai Navy for,Thailand
675297f2f70a6504336c03bf,Tianjin Municipal Science and Technology Foundation,China
675297f3f70a6504336c03c0,AIAS-COFUND,None
675297f4f70a6504336c03c1,Joint Graduate School of Energy and Environment and Pisanu Toochinda,Thailand
675297f4f70a6504336c03c2,Navadol Laosiripojana,None
675297f5f70a6504336c03c3,Sub-Department of Animal Health of Dong Thap Province,Vietnam
675297f5f70a6504336c03c4,Bioenergy and Catalysis Research Unit,None
675297f6f70a6504336c03c5,British Council-Newton Fund,United Kingdom
675297f6f70a6504336c03c6,MHESI,None
675297f7f70a6504336c03c7,Advanced Materials Analysis Research Unit,None
675297f7f70a6504336c03c8,International Research Integration,None
675297f8f70a6504336c03c9,"Center of Excellence in Clinical Virology, Faculty of Medicine, Chulalongkorn University",Thailand
675297f8f70a6504336c03ca,NRTC,None
675297f9f70a6504336c03cb,"Siam Refractory Industry Co., Ltd.",Thailand
675297f9f70a6504336c03cc,RSPG,None
675297faf70a6504336c03cd,Research and Development Institute Pibulsongkram Rajabhat University,Thailand
675297faf70a6504336c03ce,Royal Initiation of Her Royal Highness Princess Maha Chakri Sirindhorn,Thailand
675297fbf70a6504336c03cf,CU Ratchadaphiseksomphot Endowment Fund,Thailand
675297fbf70a6504336c03d0,Fiber Resource Energy Cooperation Ltd.,None
675297fcf70a6504336c03d1,School of Agricultural Resources,None
675297fdf70a6504336c03d2,Bayer Pharma,Germany
675297fdf70a6504336c03d3,Blood Cancer UK,United Kingdom
675297fef70a6504336c03d4,Bristol-Myers-Squibb,United States
675297fef70a6504336c03d5,Böehringer-Ingelheim,Germany
675297fff70a6504336c03d6,Francois Wallace Monahan Fellowship,None
675297fff70a6504336c03d7,GRAIL,United States
67529800f70a6504336c03d8,Gabrielle’s Angels Foundation,The United States
67529800f70a6504336c03d9,Janssen Pharmaceutical,Belgium
67529801f70a6504336c03da,MIUR-PRIN,Italy
67529802f70a6504336c03db,NeoGenomics,United States
67529803f70a6504336c03dc,Nippon Shinyaku,Japan
67529803f70a6504336c03dd,Novartis Pharmaceutical,Switzerland
67529804f70a6504336c03de,Onconova,United States
67529805f70a6504336c03df,Sanofi K.K. and Celltrion,Japan and South Korea
67529805f70a6504336c03e0,Sanofi KK,Japan
67529806f70a6504336c03e1,SymBio Pharmaceutical,Japan
67529806f70a6504336c03e2,Tejin,None
67529807f70a6504336c03e3,University of Toronto Department of Psychiatry,Canada
67529807f70a6504336c03e4,"Thailand Research Fund, Bangkok, Thailand",Thailand
67529808f70a6504336c03e5,"Center of Excellence for Innovation and Endoscopy in Gastrointestinal Oncology, Faculty of Medicine, Chu-lalongkorn University",Thailand
67529808f70a6504336c03e6,Faculty of Engineering and Center of Laboratory Equipment of Mahasarakham University,Thailand
67529809f70a6504336c03e7,NIHR Clinical Research Network Portfolio,United Kingdom
6752980af70a6504336c03e8,National Institute for Health Research University College London Hospitals Biomedical Research Centre,United Kingdom
6752980df70a6504336c03e9,IMCAS,France
6752980df70a6504336c03ea,"Institute of Microbiology, Chinese Academy of Science",China
6752980ef70a6504336c03eb,"School of Environmental, Resources and Development",None
6752980ef70a6504336c03ec,Ban Sop Li School in Lampang Province,Thailand
6752980ff70a6504336c03ed,Forest Industry Organization of Thailand,Thailand
6752980ff70a6504336c03ee,SCG Chemicals Co. Ltd.,Thailand
67529810f70a6504336c03ef,Canadian Foundation for Innovation,Canada
67529810f70a6504336c03f0,Kullaya Pisitsungkagarn,None
67529811f70a6504336c03f1,Wachrapong Foophrateepsiri,None
67529812f70a6504336c03f2,Bansomdejchaopraya Rajabhat University,Thailand
67529812f70a6504336c03f3,Frontier Laboratories and Quantum Analytics,None
67529813f70a6504336c03f4,Thailand Government,Thailand
67529813f70a6504336c03f5,Faculty of Public Health,None
67529814f70a6504336c03f6,Center of Excellence in Theoretical and Computational Science,None
67529814f70a6504336c03f7,Vietnam Ministry of Education and Training,Vietnam
67529815f70a6504336c03f8,Foundation of Korea Logistics Industry Promotion,South Korea
67529816f70a6504336c03f9,Ban Ton Rieng Sub-District Hospital,Thailand
67529816f70a6504336c03fa,"Department of Electrical Engineering, Faculty of Engineering, Universitas Sumatera Utara",Indonesia
67529817f70a6504336c03fb,CEEPUS network,Austria
67529817f70a6504336c03fc,Crown Property Bureau of Thailand,Thailand
67529818f70a6504336c03fd,"Department of Chemical Engineering, Faculty of Engineering, Chulalongkorn University",Thailand
67529818f70a6504336c03fe,Office of the National Metal and Materials Technology Center,Thailand
67529819f70a6504336c03ff,Naturhistorisches Museum Basel,Switzerland
67529819f70a6504336c0400,Swedish Taxonomy Initiative,Sweden
6752981af70a6504336c0401,Kimet Jusufi,None
6752981af70a6504336c0402,"department of electrical engineering, engineering faculty",None
6752981bf70a6504336c0403,department of health promotion,None
6752981cf70a6504336c0404,CIOMS,Switzerland
6752981cf70a6504336c0405,Council for International Organizations of Medical Sciences,Switzerland
6752981df70a6504336c0406,University of Kufa,Iraq
6752981df70a6504336c0407,Sonti Khamsanga,None
6752981ef70a6504336c0408,Energy Conservation Fund,None
6752981ff70a6504336c0409,Nuttaya Sinsommanus,None
6752981ff70a6504336c040a,Papungkorn Kitcharoenkarnkul,None
67529820f70a6504336c040b,Stop-Drink Network,None
67529820f70a6504336c040c,Suwara Kaewnuy,None
67529821f70a6504336c040d,Center of Excellence Research for Meliodosis,None
67529821f70a6504336c040e,Research Excellence Center for Innovation and Health Product,None
67529822f70a6504336c040f,Research institute for Health Sciences,None
67529823f70a6504336c0410,"Ministry of Higher Education, Science, Research and Innovation and Mekong Health Science Research Institute Khon Kaen University",Thailand
67529823f70a6504336c0411,The Science achievement scholarship of Thailand,Thailand
67529824f70a6504336c0412,Qingjiang Excellent Young Talents of JXUST,China
67529826f70a6504336c0413,C2F,None
6752982af70a6504336c0414,NIH/ORIP,United States
6752982bf70a6504336c0415,NNTRC,None
6752982bf70a6504336c0416,Nora Diaz de Leon,None
6752982df70a6504336c0417,"Ministry of Higher Education, Science, Research, and Innovation, Thailand",Thailand
6752982df70a6504336c0418,ThaiSC,Thailand
6752982ef70a6504336c0419,Thailand Development and Promotion of Science and Technology Talents,Thailand
6752982ff70a6504336c041a,"Institute of Molecular Biosciences, Mahidol University",Thailand
6752982ff70a6504336c041b,Cross-Ministerial Strategic Innovation Promotion Program,Japan
67529830f70a6504336c041c,Pfizer (Thailand) Ltd,Thailand
67529831f70a6504336c041d,Pfizer (Thailand) Ltd.,Thailand
67529832f70a6504336c041e,CEAP,None
67529832f70a6504336c041f,Shanghai Electric Group Co. Ltd.,China
67529833f70a6504336c0420,"Shanghai Electric Group Co. Ltd., Shanghai, China",China
67529833f70a6504336c0421,MWIT,None
67529834f70a6504336c0422,Veterinary Pathogen Bank,United Kingdom
67529834f70a6504336c0423,Biofuel and Biochemical Industry Project,None
67529835f70a6504336c0424,PBRI,None
67529835f70a6504336c0425,"Sirindhorn College of Public Health, Trang and Praboromarajchanok Institute",Thailand
67529836f70a6504336c0426,Chulalongkorn Academic Ad-vancement Fund,Thailand
67529836f70a6504336c0427,Thailand Science Research and In-novation,Thailand
67529837f70a6504336c0428,Department of Pediatrics,None
67529837f70a6504336c0429,Pediatric Liver Diseases and Immunology STAR,None
67529838f70a6504336c042a,DNP,None
67529839f70a6504336c042b,The Asia Research Center,None
67529839f70a6504336c042c,SCG Chemical Co. Ltd.,Thailand
6752983af70a6504336c042d,"SCG Chemical Co., Ltd.",Thailand
