Eid,Index_Terms
2-s2.0-85023768965," Adult Antigens, Surface Biomarkers, Tumor Carcinoma, Papillary FOLH1 protein, human Female Follow-Up Studies Glutamate Carboxypeptidase II Humans Lymphatic Metastasis Male Middle Aged Neoplasm Invasiveness Neoplasm Recurrence, Local Prognosis Prostatic Neoplasms Theranostic Nanomedicine Thyroid Neoplasms adult female follow up glutamate carboxypeptidase II human lymph node metastasis male membrane antigen metabolism middle aged papillary carcinoma pathology prognosis prostate tumor secondary theranostic nanomedicine thyroid tumor tumor invasion tumor marker tumor recurrence"
2-s2.0-85020398553, Atmospheric temperature CORDEX Climate models Clouds Cumulus parameterization schemes Massachusetts Institute of Technology Maximum and minimum temperatures Model evaluation RegCM4 Regional climate modeling Southeast Asia Surface measurement Temperature air temperature climate modeling cumulus parameterization regional climate sea surface sensitivity analysis
2-s2.0-85020273313," Amino Acid Sequence Animals Antibodies, Monoclonal Article Cercopithecus aethiops Chlorocebus aethiops Coronaviridae infection Coronavirus Infections Coronavirus infection Geminiviridae Lettuce Molecular Farming Neutralization Tests Nicotiana benthamiana Plant Leaves Plantibodies Porcine epidemic diarrhea virus Swine Swine Diseases Tobacco Vero Cells Vero cell line affinity chromatography amino acid sequence animal animal cell antibody production antigen binding controlled study cost control diagnostic test drug cost drug purification gene expression system genetics immunology in vitro study lettuce molecular farming monoclonal antibody neutralizing antibody nonhuman pig plant leaf plantibody serodiagnosis swine disease tobacco veterinary virology virus antibody virus neutralization virus vector"
2-s2.0-85021903308, Asian Continental Ancestry Group Asian continental ancestry group Gene Frequency Genotyping Techniques Humans Multiplex Polymerase Chain Reaction Sequence Deletion Thailand alpha thalassemia alpha-Globins alpha-Thalassemia ethnology gene deletion gene frequency genetics genotyping technique hemoglobin alpha chain human multiplex polymerase chain reaction procedures
2-s2.0-85019629867," 1,2,4-butanetriol 1,3 butanediol 1,3 diol 1,3-butylene glycol 1,3-pentanediol 3 hydroxybutyric acid 4-methyl-1,3-pentanediol Alcohol Oxidoreductases Alcohol dehydrogenase Article Butylene Glycols Clostridium Clostridium saccharoperbutylacetonicum Cupriavidus necator Escherichia coli Indicators (chemical) Industrial chemicals Megasphaera elsdenii Microbial conversions Synthetic pathways acetic acid acetoacetyl-CoA reductase alcohol dehydrogenase alcohol metabolism bacterial strain bioengineering butanediol chemical analysis coliform bacterium controlled study enzyme enzyme activity fermentation glucose glycolic acid industrial chemical isobutyric acid metabolic regulation microbial activity nonhuman organic compound priority journal propanol propionic acid unclassified drug"
2-s2.0-85015838467," Adolescent Adult Age Factors Article Beauty Esthetics, Dental Female Gingiva Humans Incisor Male Middle Aged Smiling Thailand Visual Analog Scale Young Adult adolescent adult age anatomy and histology dental procedure esthetics facial expression female gingiva human incisor male middle aged pilot study priority journal psychology questionnaire vision visual analog scale young adult"
2-s2.0-85018891443, Amine solvents Carbon dioxide Circulating fluidized bed Computational fluid dynamics Design Electricity production Energy utilization Equilibrium data Fluid dynamics Fluidization Fluidized bed process Fluidized beds Low temperatures Mole fraction Post-combustion Sorbents Steam power plants Waste heat
2-s2.0-85018866825, Carbon dioxide Coal power plants Computational fluid dynamics Constant values Cooling Cooling stage Cooling tubes Design Energy requirements Energy utilization Fluidization Fluidized bed riser Fluidized beds Optimum operating conditions Pumping fluids
2-s2.0-85016590955," Animals Animals, Domestic Article DNA extraction Humans Leptospira Leptospira interrogans Leptospira weilii Leptospirosis Multilocus Sequence Typing Phylogeny Polymerase Chain Reaction Thailand Water Microbiology Zoonoses animal animal husbandry controlled study dark field microscope domestic animal gene expression profiling genetics geographic distribution housekeeping gene human isolation and purification leptospirosis microbiology molecular diagnosis multilocus sequence typing nonhuman nucleotide sequence parasite isolation parasite transmission phylogeny polymerase chain reaction sequence analysis single nucleotide polymorphism veterinary zoonosis"
2-s2.0-85015744326, Alumino-silicate compounds Artificial intelligence Ashes Brick Brick production Compressive strength Concretes Facing bricks Fly ash Geopolymer Geopolymers Inorganic polymers Physicomechanical properties Scanning electron microscopy Water absorption
2-s2.0-85020307475,---
2-s2.0-85014123473," Anemia Article Child Copper Diagnosis, Differential Dietary Supplements Humans Kidney Failure, Chronic Zinc anemia blood bone marrow biopsy case report ceruloplasmin ceruloplasmin blood level child chronic kidney failure clinical article complication copper copper blood level copper deficiency dietary intake dietary reference intake dietary supplement differential diagnosis end stage renal disease erythropoietin failure to thrive hemoglobin human hyperzincemia intoxication iron iron transport neutropenia priority journal superoxide dismutase zinc zinc blood level"
2-s2.0-85014059873," Anemia Article Child, Preschool Diagnosis, Differential Female Humans Kidney Failure, Chronic Renal Dialysis anemia blood transfusion bone marrow biopsy case report child chronic kidney failure clinical article complication continuous ambulatory peritoneal dialysis cyanocobalamin dialysis fluid differential diagnosis end stage renal disease erythropoietin erythropoietin antibody female ferritin ferritin blood level ferrous sulfate folic acid folic acid blood level hematocrit hemodialysis human human tissue kidney hypoplasia leukocyte count malabsorption multivitamin pancreatic insufficiency parathyroid hormone parathyroid hormone blood level preschool child priority journal pure red cell anemia stomach paresis trace element transferrin ultrafiltration vitamin blood level zinc"
2-s2.0-85041211522, Anura Article Batrachochytrium dendrobatidis Thailand animal tissue chytridiomycosis controlled study gene sequence histopathology immunohistochemistry limit of detection nonhuman nucleotide sequence phenotype phylogenetic tree polymerase chain reaction prevalence sequence analysis stratum corneum zoo animal
2-s2.0-85014742131,---
2-s2.0-85016940905," Animals Astrocytes Canine distemper virus Central Nervous System Distemper Distemper Virus, Canine Dogs Nectins Neurons Organ Specificity Receptors, Virus animal antibody specificity astrocyte canine distemper central nervous system dog metabolism nectin nerve cell pathology virology virus receptor"
2-s2.0-85013677371, Article Asia B Raf kinase B Raf kinase inhibitor BRAF gene KIT gene NRAS gene advanced cancer awareness cancer diagnosis cancer immunotherapy cancer prognosis cancer staging cancer survival cancer therapy disease burden drug efficacy drug safety early diagnosis ethnic difference gene gene mutation human imatinib melanoma mitogen activated protein kinase kinase inhibitor molecularly targeted therapy mortality risk overall survival priority journal risk factor sun exposure survival rate
2-s2.0-85012901711, Compliant electrodes Curing Dispersions Elastic moduli Electric conductivity Electrodes Flexible electrodes High resolution transmission electron microscopy MWCNT's Multi-walled-carbon-nanotubes Multiwalled carbon nanotubes (MWCN) Nanocomposite films Natural rubber composites Rubber Strain rate Stretchable electrodes Stretchable electronics Triton X-100 Volume ratio Yarn Young modulus
2-s2.0-84953775863, Bending strength Butenes Cold crystallization temperature Degradation Degradation rate Degree of crystallinity Differential scanning calorimetry Elastic moduli Elongation at break Glass transition Impact strength Lactic acid Morphological properties Poly lactic acid Poly(butylene succinate) Strength and elongations Tensile strength Thermodynamic stability
2-s2.0-85036668130,---
2-s2.0-85037083143," Article Case-Control Studies Child Cross-Sectional Studies Endocrine Disruptors Female Humans Ideal Body Weight Phthalic Acids Puberty, Precocious Thai (people) Thailand body weight bone age case control study child controlled study creatinine creatinine urine level cross-sectional study disease association endocrine disruptor estradiol estradiol blood level female follitropin follitropin blood level gonadorelin high performance liquid chromatography hormone blood level human ideal body weight luteinizing hormone luteinizing hormone blood level major clinical study mono ethyl phthalate mono methyl phthalate ovary phthalic acid phthalic acid derivative precocious puberty puberty unclassified drug urine urine level uterus"
2-s2.0-85036544496,---
2-s2.0-85053773163,---
2-s2.0-85037706907,---
2-s2.0-85037705620,---
2-s2.0-85037691271,---
2-s2.0-85029581975, Amorphous films Amorphous oxide layers Characterization techniques Chromate coatings Chromate conversion coatings Chromates Coatings Corrosion Corrosion resistance Corrosive effects Crystallographic plane Crystallographic textures Electrodeposition Galvanizing Interfaces (materials) Micro/nanostructures Microstructure Passivation Potentiodynamic polarization technique Structural characteristics Zinc Zinc coatings
2-s2.0-85037688660,---
2-s2.0-85037691507,---
2-s2.0-85037677307,---
2-s2.0-85025460682, Adsorbent materials Adsorbents Adsorption Agriculture applications Chemical compositions Continuous structures Crosslinking Emulsification Emulsion polymerization High internal phase emulsions Interconnected pores Mesoporous adsorbents Mesoporous materials Porous materials Styrene Water adsorption
2-s2.0-85041233134, Algebra BQ-element Regular elements Semigroups
2-s2.0-85033791814, Catalysts Chloromethyl Cyclodimer Cyclodimerization Desorption Epichlorohydrin Particle size Structural defect Surface defects Temperature program desorption Temperature programme X ray diffraction X- ray diffractions Zeolites Zinc ]+ catalyst
2-s2.0-85034116329, Animals Arthropods Myanmar animal arthropod
2-s2.0-85017574096," Aged Article Biomarkers Female Humans Leptin Linear Models Male Middle Aged Multivariate Analysis Muscle Strength Obesity Osteoarthritis, Knee Physical Fitness Sarcopenia Vitamin D adult aged biological marker blood blood sampling case control study clinical evaluation controlled study disease association female fitness grip strength human knee osteoarthritis leptin major clinical study male middle aged multivariate analysis muscle mass muscle strength obesity pathophysiology physical performance physiology predictive value prevalence sarcopenia sarcopenic obesity serum statistical model vitamin D vitamin blood level"
2-s2.0-85026784306, Amorphous films Aromatic compounds Atomic force microscopy Coatings Compositional properties Deposition Doping (additives) Energy dispersive X ray spectroscopy Energy dispersive spectroscopy Irradiation Low temperature formation Magnetron sputtering Methylene Blue N-Doping Organic polymers Oxides Photocatalytic property Pressure effects Pulsed DC magnetron sputtering Scanning electron microscopy Semiconductor doping Sputter deposition Sputtering Stearic acid Temperature Thin films Titanium Titanium dioxide Titanium dioxide thin film Water treatment X ray diffraction X ray photoelectron spectroscopy X ray spectroscopy
2-s2.0-85021831021, Anti-bacterial activity Applications Bacteria Bactericidal activity Blending Carbon Carbon dioxide Composite films Crystallinities Escherichia coli Film preparation Fruit packaging Fruits Gas permeability Gas permeable membranes Maleic anhydride grafted pp Mechanical permeability Packaging Permeability properties Plastic films Polyolefins Polypropylene composite Polypropylenes Silver Staphylococcus aureus Zeolites
2-s2.0-85034084236,---
2-s2.0-85011272760, Dominican Republic Hispaniola Kuznets curve emission control environmental economics environmental quality foreign direct investment free trade international trade
2-s2.0-85034062829," Acrylamides Acrylic monomers Article Body fluids Cell culture Cell engineering Cells Cells, Cultured Controlled radical polymerization Elastic Tissue Fibers Fibroblasts Free radical polymerization Gly arg gly asp sers Lower critical solution temperature Molecular biology N- isopropylacrylamide N-isopropylacrylamide Peptides Polymerization Polymers Polystyrenes Post-polymerization Reversible addition fragmentation chain transfer Temperature Tissue Tissue Engineering Tissue culture Tissue engineering Tissue engineering applications Tissue-culture polystyrenes acrylamide derivative animal cell benzyl derivative cell adhesion cell culture cell growth cell proliferation cell spreading chemistry conjugation controlled study copolymer cross linking diamine drug effect elastic tissue electrospinning fibroblast fragmentation reaction mouse nonhuman peptide derivative poly(fluorophenyl acrylate co n isopropylacrylamide) poly(n isopropylacrylamide) polymer polymerization polystyrene derivative priority journal radical reaction synthesis temperature thermodynamics tissue culture tissue engineering ultraviolet radiation unclassified drug"
2-s2.0-85030756076, Bonded investments Burn-out process Calcium carbonate Casting process Dehydration of gypsum Differential scanning calorimetry Gold Gypsum In-situ X-ray diffraction Investments Low qualities Photoelectrons Photons Product surface Quartz SiO2 Silica Silicate minerals Thermogravimetric analysis X ray diffraction X ray photoelectron spectroscopy
2-s2.0-85042318316,---
2-s2.0-85038864869,---
2-s2.0-85033452553," Animals Anoikis Article CD133 antigen CDH1 protein, human Cadherins Carcinoma, Non-Small-Cell Lung Cell Line, Tumor Epithelial-Mesenchymal Transition Hermes antigen Heterografts Humans Lung Neoplasms Mice Mice, Inbred NOD Mice, SCID NCI-H460 cell line Neoplastic Stem Cells SCID mouse aldehyde dehydrogenase animal animal experiment animal model anoikis cadherin cancer inhibition cancer stem cell carcinogenesis cell invasion cell survival controlled study down regulation epithelial mesenchymal transition human human cell in vitro study in vivo study lung tumor metabolism metastasis mouse nerve cell adhesion molecule non small cell lung cancer nonhuman nonobese diabetic mouse pathology physiology priority journal protein expression protein function signal transduction transcription factor ZEB1 tumor cell line tumor spheroid uvomorulin vimentin xenograft"
2-s2.0-85035068574,---
2-s2.0-85033705897, Bose-Einstein condensates Bose-Einstein condensation Dynamical regime Fully nonlinear Hamiltonian systems Hamiltonians Nonlinear equations Single vortices Statistical mechanics Vortex flow Vortex precessions Weak couplings Weak interactions
2-s2.0-85033717251, Humans Mouth Diseases Oral Medicine Patient Reported Outcome Measures Surveys and Questionnaires human mouth disease patient-reported outcome questionnaire stomatology
2-s2.0-85033553291, Atmospheric pressure Atmospheric temperature Carbon Carbon monoxide Dielectric barrier Dielectric barrier discharges Dielectric devices Dielectric materials Effect of oxygen Ethylene Ethylene epoxidation Ethylene oxides Feed molar ratio Flow control Low temperatures Nitrogen oxides Oxidizing agents Temperature
2-s2.0-85020732111, Cambodia Kracheh environmental politics feminism gender relations governance approach land market popular protest rural area
2-s2.0-85019580319, Agricultural development Climate change Climate models Collective decision making Decision making Hydrological modelling Hydrology Land use Land use and managements Participatory modelling Stakeholder participation Surveys Thailand Water balance Water management Water resources climate change collective action decision making hydrological modeling participatory approach resource development water budget water management
2-s2.0-84987617346," Aged, 80 and over Aphasia, Broca Executive Function Humans Male Memory Disorders Neuropsychological Tests ataxic aphasia case report executive function human male memory disorder neuropsychological test physiology very elderly"
2-s2.0-85037350381, Acetylene Adsorption Bimetallic catalysts Binary alloys Catalyst activity Catalyst performance Catalyst supports Catalysts Catalytic performance Copper Copper alloys Copper compounds Deposition Dispersions Electroless plating Electronic modifications Electrostatics Ethylene Gold alloys Gold compounds Hydrogenation Lighting Metals Palladium Palladium compounds Pd/TiO2 Selective hydrogenation Strong electrostatic adsorptions Surface coverages Titanium alloys Titanium compounds Titanium dioxide
2-s2.0-85038430003,---
2-s2.0-85036559805, Accelerometry Aged Article Dopamine Agonists Female Humans Hypokinesia Male Middle Aged Nocturnal Akinesia Dystonia and Cramp Scale Parkinson Disease Parkinson disease Sleep Tetrahydronaphthalenes Thiophenes Transdermal Patch Unified Parkinson Disease Rating Scale accelerometry adult aged akinesia analysis of covariance anxiolytic agent apnea hypopnea index apomorphine application site reaction cholinergic receptor blocking agent clinical article clinical outcome clozapine complication controlled study devices dopamine receptor stimulating agent drug dose titration drug efficacy dystonia entacapone feasibility study female human hypnotic agent hypokinesia immobility inertial sensor levodopa male middle aged monoamine oxidase B inhibitor n methyl dextro aspartic acid receptor blocking agent nocturnal hypokinesia nocturnal immobility placebo polysomnography priority journal pruritus quality of life quantitative analysis questionnaire quetiapine randomized controlled trial rash rating scale rotigotine scoring system sedative agent serotonin uptake inhibitor sleep sleep quality tetralin derivative thiophene derivative transdermal patch
2-s2.0-85035243322," 1,1 diphenyl 2 picrylhydrazyl Aquilaria crassna Article DPPH radical scavenging assay HEK293 cell line Thymelaeaceae antioxidant antioxidant activity controlled study drug mechanism free radical scavenging assay genkwanin 5 o beta primeveroside glutathione peroxidase 1 glutathione reductase heme oxygenase 1 human human cell iriflophenone 3 c beta dextro glucoside iriflophenone 3,5 c beta dextro diglucoside messenger RNA plant leaf protein expression superoxide scavenging assay unclassified drug upregulation"
2-s2.0-85035229201, Article HN 8 cell line HSC-3 cell line MTT assay WSU-HN30 cell line antiangiogenic activity antineoplastic activity antiproliferative activity cancer inhibition cell survival concentration response controlled study drug efficacy enzyme linked immunosorbent assay head and neck squamous cell carcinoma cell line human human cell messenger RNA nonhuman oxyresveratrol phenol derivative protein expression real time polymerase chain reaction resveratrol unclassified drug vasculotropin
2-s2.0-85039697395,---
2-s2.0-85035140116," Adolescent Adrenal Insufficiency Adrenocorticotropic Hormone Article Child Child, Preschool Cross-Sectional Studies Female Humans Hydrocortisone Male Prevalence Thailand adolescent adrenal function adrenal insufficiency age alpha thalassemia alpha-Thalassemia blood child clinical article complication controlled study corticotropin cross-sectional study descriptive research disease classification disease course endocrine function test female hemoglobin hemoglobin blood level human hydrocortisone insulin tolerance test male prediction predictor variable preschool child prevalence priority journal risk factor"
2-s2.0-85049238592," Adsorption Air Pollutants, Radioactive Charcoal Dry Ice Humidity Hydrocarbons Hygroscopic Agents Natural Gas Radiation Monitoring Radon Temperature adsorption air pollutant analysis carbon dioxide charcoal chemistry humidity hydrocarbon hygroscopic agent natural gas procedures radiation monitoring radon temperature"
2-s2.0-84961216137,---
2-s2.0-85035116755, Article adolescent adult aged blood vessel graft bone tumor clinical article female follow up human humerus prosthesis infant male middle aged osteosarcoma patient satisfaction prospective study prosthesis loosening proximal humerus recurrent disease rotator cuff
2-s2.0-85035108614, Article adolescent adult barotrauma blast injury burn child clinical article computed tomographic angiography computer assisted tomography echography emergency ward female human laceration lung injury male medical information system pneumothorax retrospective study skin abrasion thoracic cavity
2-s2.0-85036627346,---
2-s2.0-85035090719, Article Charlson Comorbidity Index adult coronary care unit cross-sectional study electrocardiography emergency ward female health insurance human intensive care unit length of stay male mortality rate patient safety resuscitation
2-s2.0-85035069657, Aspect ratio Cells Cytology Flow cytometry Flow-cytometric analysis Focusing Initial radius Low aspect ratio Mast cells Microbeads Microchannels Microfluidics Polystyrene micro-beads Sorting Tumor cells Tumors
2-s2.0-85035205361,---
2-s2.0-85034749575, Algae Aquaculture Article Cell Suspension Cell culture Cell density Cells Chitosan Chitosan concentration Cyanobacteria Cyanobacterium Efficiency Flocculation Flocculation efficiency Optimal conditions Phosphate removal Photobioreactors Recirculating aquaculture system Suspension concentrations Suspensions (fluids) Synechocystis sp Synechocystis sp. Synechocystis sp. PCC 6803 aquaculture bacterial growth bacterium culture bioreactor bioremediation cell density cell pH cell suspension chitosan concentration (composition) concentration (parameters) cyanobacterium flocculation inoculation isoelectric point nonhuman parameter estimation phosphate pollutant removal polysaccharide priority journal recirculating system sequential extraction supernatant waste component removal waste water management zeta potential
2-s2.0-85035060862,---
2-s2.0-85034639181, Aging Animals Bottle-Nosed Dolphin Follicle Stimulating Hormone Inhibins Luteinizing Hormone Male Seasons Sexual Maturation Testosterone aging animal blood bottlenose dolphin follitropin inhibin luteinizing hormone male physiology season sexual maturation testosterone
2-s2.0-85034419484," ABCC2 gene ABCC4 gene Anti-HIV Agents Article Cross-Sectional Studies Female Genotype HIV Infections Human immunodeficiency virus infection Humans Lopinavir Male Middle Aged Multidrug Resistance-Associated Proteins Pharmacogenetics Polymorphism, Genetic RNA directed DNA polymerase inhibitor Reverse Transcriptase Inhibitors Ritonavir Tenofovir Thai (people) Thailand absorption rate constant adult anti human immunodeficiency virus agent clinical effectiveness clinical trial cross-sectional study drug blood level drug clearance drug distribution drug efficacy drug inhibition female gene frequency genetic polymorphism genetics genotype glomerulus filtration rate human lopinavir lopinavir plus ritonavir major clinical study male middle aged multidrug resistance associated protein multidrug resistance associated protein 2 multidrug resistance associated protein 4 pharmacogenetics population research procedures ritonavir tenofovir"
2-s2.0-85035214868,---
2-s2.0-85034067324," Article B Raf kinase BRAF protein, human Brain Diseases Child Child, Preschool DNA Mutational Analysis Erdheim Chester disease Erdheim-Chester Disease Genetic Markers Genetic Predisposition to Disease Humans Immunohistochemistry Langerhans cell histiocytosis Magnetic Resonance Imaging Male Mutation Phenotype Proto-Oncogene Proteins B-raf Treatment Outcome Xanthogranuloma, Juvenile abdominal radiography bone lesion bone scintiscanning brain damage brain disease case report cerebellum injury child choroid plexus clinical article clinical feature cytarabine dna mutational analysis enzymology exophthalmos follow up gene mutation genetic marker genetic predisposition genetics human immunohistochemistry intractable epilepsy juvenile xanthogranuloma lateral brain ventricle male mercaptopurine methotrexate mutation neuroimaging nuclear magnetic resonance imaging parietal bone pathology phenotype pons angle prednisolone preschool child school child sinus histiocytosis thorax radiography treatment outcome vinblastine"
2-s2.0-85034066338," Atomic force microscope images Atomic force microscopy Cesium compounds Electric field intensities Electric fields Finite difference time domain method Finite difference time domain simulations Finite different time domain Fluorescence Gold Gold compounds Localized surface plasmon Nanocrystals Organic thin-film solar cells Photoelectric conversion properties Photoelectricity Photosensitizers Poly-3 ,4-ethylenedioxythiophene Semiconductor quantum dots Solar cells Styrene Thin film solar cells Thin films Time domain analysis"
2-s2.0-85034045943, Bio-hydrogenated diesel (BHD) Carbides Carboxylation Catalyst activity Catalytic cracking Diesel engines Green diesels Hydrogen fuels Hydrogenation Hydrotreated vegetable oil (HVO) Ketones Ni-based catalyst Nickel sulfates Nickel-Phosphorus Phosphorus compounds Sulfur compounds Waste oil
2-s2.0-85034116791, Anodes Carbon dioxide Carbon dioxide emissions Co-generation Combustion Efficiency Electrical efficiency Electrodes Fuel cell power plants Fuel cells Global warming Integrated systems Oxyfuel combustion Oxyfuel combustion process Recycling Recycling options Solid oxide fuel cells (SOFC) Steam Steam-to-carbon ratio Turbines
2-s2.0-85033781470," Biflavonoids Enzyme Inhibitors Glycoside Hydrolase Inhibitors Humans Lipase Molecular Structure PNLIP protein, human Plant Extracts Plant Roots Zingiberaceae antagonists and inhibitors biflavonoid chemical structure chemistry enzyme inhibitor glycosidase inhibitor human plant extract plant root triacylglycerol lipase"
2-s2.0-85034422451, Adult Article Female HIV Infections Health Surveys Human immunodeficiency virus infection Humans Male Middle Aged Muslim Prejudice Social Stigma Thai (people) Thailand Young Adult adult attitude to AIDS demography discriminatory attitude fear female geography health survey human income male middle aged people living with Human immunodeficiency virus predictor variable prejudice probability psychology social discrimination social stigma stigma young adult
2-s2.0-85034867523,---
2-s2.0-85032803453," Adult Article Berlin questionnaire Blood Glucose Diabetes, Gestational Female Humans Insulin Resistance Obesity Polysomnography Pregnancy Pregnancy Trimester, Third Prevalence Sensitivity and Specificity Sleep Apnea, Obstructive Surveys and Questionnaires adult apnea hypopnea index beta cell dysfunction cell damage complication controlled study devices diagnostic accuracy diagnostic test accuracy study diet therapy disease association disease severity female glucose glucose blood level hemoglobin A1c human insulin insulin resistance major clinical study maternal obesity metabolic regulation metabolism neck circumference obesity oxygen desaturation polysomnography prediction predictive value pregnancy pregnancy diabetes mellitus prevalence priority journal questionnaire sensitivity and specificity sleep disordered breathing standards third trimester pregnancy"
2-s2.0-85032919230,---
2-s2.0-85032939884, Aged Costa Rica Health Services Needs and Demand Humans Long-Term Care Muridae Quality of Life Thailand Volunteers adult aged community care demand analysis elderly care female government health service health services home visit human investment long term care major clinical study male mental health middle income country participatory approach quality of life social work training volunteer vulnerability
2-s2.0-85033804422, Bosons Differential cross-sections Initial state Integrated luminosity Measurements of Proton proton collisions Z Bosons
2-s2.0-85032710237," Arsenic Article Bangkok Brown rice Cadmium Carcinogenic effects Central Region [Thailand] Child Dietary exposure Environmental Exposure Environmental Monitoring Food Contamination Health Impact Assessment Health risks Humans Jasminum Krung Thep Mahanakhon Market-based approach Oryza Polished rice Pollution Risk Assessment Risk assessment Thailand Water Pollutants, Chemical Water Pollution, Chemical adolescent adult aged analysis arsenic brown jasmine rice cadmium cancer risk carcinogen carcinogenic activity chemistry child concentration (composition) concentration (parameters) controlled study diet environmental exposure environmental monitoring epidemiology exposure female food analysis food consumption food contamination food intake food quality glutinous rice health impact health impact assessment human male mass spectrometry rice risk assessment statistics and numerical data water pollutant water pollution white jasmine rice white rice"
2-s2.0-85032299670, Adult Cross-Sectional Studies Exercise Female Humans Male Nurse Administrators Nurse Practitioners adult cross-sectional study exercise female human male nurse administrator nurse practitioner physiology
2-s2.0-85033779663,---
2-s2.0-85032156716," AIFM1 protein, human Apoptosis Apoptosis Inducing Factor Article CASP3 protein, human CASP9 protein, human Carcinoma, Non-Small-Cell Lung Caspase 3 Caspase 9 Cell Line, Tumor Cell Proliferation Cell Survival Gene Expression Regulation, Neoplastic Humans Hydroquinones Lung Neoplasms Signal Transduction Tetrahydroisoquinolines Western blotting antineoplastic activity apoptosis apoptosis inducing factor caspase 3 caspase 9 cell proliferation cell survival chemistry controlled study cytotoxic agent down regulation drug cytotoxicity drug effects drug mechanism drug potency enzyme activation enzyme phosphorylation gene expression regulation human human cell hydroquinone 5 o cinnamoyl ester hydroquinone derivative metabolism non small cell lung cancer priority journal protein Bax protein bcl 2 protein kinase B protein p53 renieramycin M signal transduction synthesis tetrahydroisoquinoline derivative tumor cell line unclassified drug upregulation"
2-s2.0-85032145922," Antineoplastic Agents Article Cell Line, Tumor Cell Movement Cell Proliferation Cell Survival Dendrobium Dendrobium draconis Down-Regulation Epithelial-Mesenchymal Transition Focal Adhesion Kinase 1 Gene Expression Regulation, Neoplastic Humans IC50 Lung Neoplasms MTT assay NCI-H460 cell line PTK2 protein, human Proto-Oncogene Proteins c-akt Signal Transduction Stilbenes Western blotting alpha tubulin antineoplastic agent antiproliferative activity batatasin iii batatasin-III cancer inhibition cell invasion cell invasion assay cell migration cell migration assay cell motility cell motion cell proliferation cell survival cell viability concentration response controlled study down regulation drug cytotoxicity drug effects drug efficacy drug isolation drug mechanism epithelial mesenchymal transition filopodium focal adhesion kinase focal adhesion kinase 1 gene expression regulation herbaceous agent human human cell metabolism migration inhibition nerve cell adhesion molecule phalloidin priority journal protein Cdc42 protein kinase B protein phosphorylation signal transduction staining stilbene derivative sulforhodamine B tumor cell line tumor invasion tyrosine unclassified drug upregulation uvomorulin vimentin"
2-s2.0-85032026998, Dimethyl ethers Esterification Esters Ethers Extraction Extraction conditions Fatty acid esters Fatty acids Fuels Lutein Marigold flowers One-step process Potash Simultaneous extractions Solvent extraction Suitable conditions
2-s2.0-85031327856, Accident prevention Article Biomineralization Collagen Drying Fabrication Freeze drying In-vivo Leaching Low temperature drying Safety testing Salt leaching Scaffolds (biology) Tissue Wound dressings animal experiment animal model animal tissue collagen collagen synthesis controlled study device safety efficacy epithelization freeze drying glycerol in vivo study leaching male nonhuman polyvinyl alcohol rat sericin sodium chloride
2-s2.0-85030864250," Article Chronic Oral Mucosal Disease Questionnaire Humans Mental Health Mumcu composite index Oral Health Impact Profile 14 Oral Health related Quality of Life UK Patient Reported Outcome Measures Psychometrics Quality of Life Recurrence Short Form 36 Stomatitis, Aphthous Symptom Assessment aphthous stomatitis clinical assessment data base disease assessment evidence based practice health care quality human mental health mouth disease patient-reported outcome priority journal psychology psychometry quality of life questionnaire recurrent disease social isolation symptom assessment systematic review treatment outcome"
2-s2.0-85030719670, Blowing agents Branching Agent Butenes Cell growth Cell morphology Cell proliferation Cells Cross linking agents Crosslinking Crystallinity Cytology Differential scanning calorimetry Foams Growth kinetics Lead Peroxides Poly (butylene succinate) Rheological property Rheology Scanning electron microscopy Structural properties Viscosity
2-s2.0-85032732535,---
2-s2.0-85030154266," 2 ,5-dibromo-3 ,4-ethylenedioxythiophene Acrylic monomers Composite films Conducting polymer composites Conducting polymers Electrospinning Esters PEDOT Poly(3 ,4 ethylenedioxythiophene) (PEDOT) Poly(methyl methacrylate) (PMMA) Polymer films Polymer matrix Polymer matrix composites Polymerization Polystyrenes Solid state polymerization Sulfonated polystyrene X-ray diffraction spectroscopy"
2-s2.0-85031903526,---
2-s2.0-85030701631, Article Human papillomavirus DNA test Human papillomavirus type 16 Human papillomavirus type 18 Papanicolaou test Thailand adult cancer screening colposcopy cost benefit analysis cost effectiveness analysis female human incidence nonhuman papillomavirus infection priority journal sensitivity and specificity simulation uterine cervix cancer uterine cervix cytology
2-s2.0-85029833213," Animals Article Bacterial Proteins Base Sequence Carrier State Cell Wall DNA, Bacterial Dog Diseases Dogs Humans Multiplex Polymerase Chain Reaction Skin Staphylococcal Infections Staphylococcus Staphylococcus infection Staphylococcus pseudintermedius animal bacterial DNA bacterial cell wall bacterial gene bacterial protein bacterium adherence bacterium isolate cell membrane protein cell surface protein cell wall controlled study dog dog disease environment gene identification genetics heterozygote human isolation and purification metabolism microbiology multiplex polymerase chain reaction nonhuman nose cavity nucleotide sequence priority journal procedures skin spsD gene spsF gene spsI gene spsO gene spsP gene spsQ gene veterinary veterinary clinic"
