Eid,Index_Terms
2-s2.0-85064431064,"Amino Acid Sequence Animals Capsid Proteins Cat Diseases Cats Dog Diseases Dogs Epidemiological Monitoring Parvoviridae Infections Parvovirus, Canine Phylogeny Population Surveillance Sequence Alignment Thailand"
2-s2.0-85066083374,---
2-s2.0-85078350061,HEVC High-efficiency video coding Lambda coefficient Rate controls Reference software Video applications Video coding standard Video perceptual qualities
2-s2.0-85075793305,"Cariostatic Agents Chitosan Chitosan concentration Cytotoxic Dental Caries Dental caries Direct contact Fluoride release Fluorides Fluorides, Topical Human gingival fibroblasts Humans Paint Potential materials Sodium Fluoride Sustained release"
2-s2.0-85074765094,---
2-s2.0-85056200937,---
2-s2.0-85076381651,---
2-s2.0-85072508512,"Adolescent Adult Child Child, Preschool Cone-Beam Computed Tomography Female Humans Male Middle Aged Phantoms, Imaging Radiation Dosage Radiation Protection Radiography, Dental Thermoluminescent Dosimetry Thyroid Gland Young Adult"
2-s2.0-85053064170,Ammonium assimilation Glutamate dehydrogenase Glutamate synthase Glutamine synthetase Synechococcus
2-s2.0-85082532757,Advanced control flows Business process modelling Complex workflows Pattern Structural pattern Synchronization patterns Workflow patterns YAWL
2-s2.0-85085637962,---
2-s2.0-85059571480,Coral health Corals Environmental analysis Multispectral images Semantic Computing
2-s2.0-85064677022,---
2-s2.0-85061980543,Parameter dependent LMI Parameter dependent Lyapunov function Parametric uncertainties Polynomial systems Robust state feedback State feedback controller State-feedback stabilization Sum-of-squares techniques
2-s2.0-85071345703,Asia Humans Incidence Oceania Parkinson Disease Prevalence
2-s2.0-85057868414,"Apicoectomy Databases, Bibliographic Follow-Up Studies Humans Outcome Assessment (Health Care) Tooth Crown Tooth Root"
2-s2.0-85068624450,Service compositions Service selection Service-oriented computing Service-workflow Specification patterns logic services
2-s2.0-85072234742,"ATP Binding Cassette Transporter, Subfamily B ATP Binding Cassette Transporter, Subfamily G, Member 2 Acanthaceae Animals Caco-2 Cells Cell Membrane Permeability Cytochrome P-450 Enzyme Inhibitors Cytochrome P-450 Enzyme System Dogs HEK293 Cells Herb-Drug Interactions Humans Inhibitory Concentration 50 Isoenzymes Liver-Specific Organic Anion Transporter 1 Madin Darby Canine Kidney Cells Naphthoquinones Neoplasm Proteins Prescription Drugs Recombinant Proteins Solute Carrier Organic Anion Transporter Family Member 1B3"
2-s2.0-85087357598,---
2-s2.0-85062214091,---
2-s2.0-85072140908,"Adult Aged Aged, 80 and over Behcet Syndrome Cell Proliferation Computer Simulation Female HLA-B Antigens Humans Lymphocyte Activation Lymphocytes Male Middle Aged Molecular Dynamics Simulation Peptides Uveitis"
2-s2.0-85063635027,Aedes Animals Culex Female Flavivirus Infections Immunohistochemistry Male Polymerase Chain Reaction Zika Virus
2-s2.0-85063199426,---
2-s2.0-85067663561,Aluminum oxide particles Dental restorations Metal alloys Resin cement Shear bond strength tests Shear bond strengths Surface pretreatment Universal testing machines
2-s2.0-85078558350,---
2-s2.0-85066787162,---
2-s2.0-85078854997,---
2-s2.0-85017461017,---
2-s2.0-85071276825,Basal stabilities Circular excavations Lower bounds Nonhomogeneity Second-order cone programming
2-s2.0-85051428220,Anti-bacterial performance Antituberculosis Face masks Mangosteen extracts Multidrug-resistant tuberculosis Phosphate buffer solutions Polypropylene filters Spray coating techniques
2-s2.0-85072163296,Corrosion inhibition efficiency Electrochemical activities Energy dispersive X ray spectroscopy Inhibition corrosion Linear polarization Morphology development Surface covering Thickness layers
2-s2.0-85063508016,---
2-s2.0-85072800526,Academic libraries Document analysis Organizational transformation Qualitative case studies Thailand
2-s2.0-85063575626,"A549 Cells Binding Sites Cell Line, Tumor Cell Survival Chalcone Epidermal Growth Factor Humans Molecular Dynamics Simulation Mutation Protein Kinase Inhibitors"
2-s2.0-85064007339,Belief Blended learning Blended learning environments Cognitive skill Data collection tools E-portfolios Problem solving skills Undergraduate students
2-s2.0-85067014462,Brick production Drainage systems Residues Sintering process Temperature level Thailand
2-s2.0-85069319703,"Adolescent Adult Child Child, Preschool Female History, 21st Century Hospitalization Humans Incidence Male Middle Aged Models, Theoretical Respiratory Syncytial Virus Infections Respiratory Syncytial Virus, Human Seasons Thailand Young Adult"
2-s2.0-85076354183,"Child Dental Plaque Health Education, Dental Health Knowledge, Attitudes, Practice Humans Oral Health Students Thailand Toothbrushing"
2-s2.0-85074637925,---
2-s2.0-85105621349,---
2-s2.0-85088885967,---
2-s2.0-85094114199,---
2-s2.0-85071382056,"Adult Drainage Endoscopy Endosonography Female Humans Male Middle Aged Pancreatic Pseudocyst Pancreatitis, Acute Necrotizing Prospective Studies Stents"
2-s2.0-85089805611,---
2-s2.0-85100164236,---
2-s2.0-85085123452,Graft vs Host Disease Hematopoietic Stem Cell Transplantation Humans Vitamin D Deficiency
2-s2.0-85085316621,Adult Diarrhea Female Humans Incidence Male Prospective Studies Risk Factors Surveys and Questionnaires Thailand Time Factors Travel
2-s2.0-85081962777,Composite solders Microstructural analysis Morphological observations Reflow--soldering Reinforcement particles Selective electrochemical etchings Selective etching Solder interfaces
2-s2.0-85071284324,Adsorption studies Axial dispersion coefficients Chromatographic process Empirical equations Free lutein Marigold Mobile-phase velocity Transport modeling
2-s2.0-85090044123,CMS detectors Data set Integrated luminosity Performance Proton proton collisions The standard model
2-s2.0-85092172386,---
2-s2.0-85086317780,Culture Humans Personality Surveys and Questionnaires Universities
2-s2.0-85090917698,1-nearest neighbor Baseline models Clustering model Multivariate linear model Online advertising Online video Predictive modeling Social media
2-s2.0-85088207343,Benzene adsorption Functionalizations Hexamethyldisilazane Linear relationships Mesocellular foams Mesoporous silicas Physical and chemical properties Scanning and transmission electron microscopy
2-s2.0-85082114045,"Antineoplastic Agents Breast cancer cells Cancer cells Cell Line Cell Survival Chemical reduction Chitosan Electrical discharges Electrochemistry Gold Humans Hydrodynamic diameter Hydroxyl radicals Metal Nanoparticles N ,o-carboxymethyl chitosans Narrow size distributions Neoplasms"
2-s2.0-85087005199,---
2-s2.0-85090907363,---
2-s2.0-85095769121,---
2-s2.0-85080133371,"Biliary Tract Surgical Procedures Cholestasis Constriction, Pathologic Endoscopy, Digestive System Humans Prospective Studies"
2-s2.0-85099175285,---
2-s2.0-85089252647,Apparent density Crosslinked polyethylene Measurement apparatus Particle surface Plastic particle Polyvinyl chloride (PVC) Separation efficiency Surface wettability
2-s2.0-85078550303,Adult Aged Ambulatory Care Animals Female Humans Leptospirosis Male Middle Aged Reproducibility of Results Thailand Zoonoses
2-s2.0-85096432465,Industrial use Optimal production Photosynthetic bacterias Strain development
2-s2.0-85101903734,---
2-s2.0-85076849774,Albuterol Animals Colorimetry Drug Residues Food Contamination Humans Immunoassay Meat Nanocomposites Phosphates Silver Silver Compounds Swine
2-s2.0-85085528510,---
2-s2.0-85090553570,---
2-s2.0-85084592903,Carbon dioxide capture Central composite designs Circulating fluidized bed Computational fluid dynamics simulations Differential pressures Response surface method Solid circulation rates Statistical experimental design
2-s2.0-85084894884,"Birth Weight Blood Glucose Female Humans Hypoglycemia Infant Infant, Newborn Male Pregnancy Risk Factors Solutions Sucrose Time Factors"
2-s2.0-85097869212,---
2-s2.0-85090060783,Electrochemical performance Electrolyte-supported cells High relative densities High sintering temperatures Phase characterization Sintering behaviors Sintering temperatures Stabilized zirconia
2-s2.0-85079003491,---
2-s2.0-85089492646,---
2-s2.0-85092907758,---
2-s2.0-85079230198,"Carcinoma, Non-Small-Cell Lung Humans Lung Neoplasms Neoplasm Recurrence, Local Radiosurgery Retrospective Studies"
2-s2.0-85092709391,Anti-microbial properties Antibacterial properties Antifouling property Chemical functional groups Composition changes Escherichia coli cells Hydrophilic surfaces Polyvinylidene fluoride membranes
2-s2.0-85096308834,"Animals Anura Asia Female Male Phylogeny Sexual Behavior, Animal"
2-s2.0-85078741831,---
2-s2.0-85083370560,---
2-s2.0-85088485920,"Animals Anti-Bacterial Agents Drug Resistance, Bacterial Genotype Humans Ostreidae Phenotype Vibrio parahaemolyticus Virulence Water"
2-s2.0-85090251026,Actigraphy Aged Body Mass Index Exercise Female Health Promotion Humans Male Middle Aged Motivation Renal Dialysis Walking
2-s2.0-85086008016,"Administration, Topical Bevacizumab Double-Blind Method Dry Eye Syndromes Female Humans Male Middle Aged Treatment Outcome"
2-s2.0-85101190359,---
2-s2.0-85097680002,"Adolescent Bangladesh Breast Feeding Female Humans Infant Infant, Newborn Mothers Parturition Pregnancy Pregnancy in Adolescence Rural Population"
2-s2.0-85085288929,Bi-functional catalysts Bidentate carbonates Conventional approach Enhanced steam reforming Hydrogen production process Mechanical mixtures Methanol steam reforming Strong interaction
2-s2.0-85065720311,"Bicuspid Cone-Beam Computed Tomography Dental Models Finite Element Analysis Humans Imaging, Three-Dimensional Spiral Cone-Beam Computed Tomography"
2-s2.0-85078049766,Eigenvalue problem Free vibration Lanczos Orthogonality Tridiagonalization
2-s2.0-85088893470,Dimethyl ethers Extraction solvents Extraction yield Green solvents Percentage recovery Potential sources Total carotenoids Total chlorophyll
2-s2.0-85078260806,"Base Sequence DNA, Plant Evolution, Molecular Ferns Phylogeny Plastids"
2-s2.0-85076978074,---
2-s2.0-85084801638,CO2 hydrogenation Catalyst preparation Catalytic hydrogenation Catalytic performance Iron-based catalyst Olefin hydrogenation Self-combustion Spinel catalyst
2-s2.0-85088515805,---
2-s2.0-85071272571,Approximate equation Finite element limit analysis Lower bounds Non-linear regression Nonhomogeneity Plane strain condition Second-order cone programming Underground opening
2-s2.0-85086259722,---
2-s2.0-85107816627,---
2-s2.0-85097310758,"Aged Female Humans Immunotherapy, Adoptive Multiple Myeloma Receptors, Chimeric Antigen Recurrence Treatment Failure"
2-s2.0-85102883823,---
2-s2.0-85080137917,Chaotic High power density Implementation abilities Optimal strategies Optimization algorithms Proton exchange membrane fuel cell (PEMFCs) Renewable energy source Terminal voltage control
2-s2.0-85078770744,"Animals Chemotherapy agents Endoxifen Initial concentration Kinetics Photodegradation rate Photolysis Phototransformations Tamoxifen Toxicity assessment Ultraviolet Rays Wastewater treatment plants Water Water Pollutants, Chemical Water and wastewater"
2-s2.0-85078006467,"Antibodies, Bispecific Antibodies, Monoclonal Antibodies, Monoclonal, Humanized Antineoplastic Agents, Immunological Antineoplastic Combined Chemotherapy Protocols Bortezomib Clinical Trials as Topic Drug Administration Schedule Humans Immunoconjugates Lenalidomide Multiple Myeloma Neoplasm, Residual Recurrence Survival Analysis Thalidomide"
2-s2.0-85096187432,---
2-s2.0-85097941575,---
2-s2.0-85083007243,"Aged Female Graves Ophthalmopathy Humans Male Middle Aged Oculomotor Muscles Ophthalmologic Surgical Procedures Retrospective Studies Strabismus Treatment Outcome Vision, Binocular"
2-s2.0-85084563306,Cellulose hydrogels Composite hydrogels Elongation properties Fourier transform infra reds Interconnected domains Interconnected structures Natural rubber composites Wet-phase inversion methods
2-s2.0-85084437256,CH 4 CO2/CH4 separation Composite hollow fibre membranes Filler loading Gas separations Hollow-fibre membrane Modified zeolite PEBAX Polyether block amide Zeolite-Y
2-s2.0-85091788205,Ab initio calculations Alloy monolayers Band-gap semiconductors Computational time Electronic band structure calculation Pair distribution functions Special quasi-random structures Supercell structures
2-s2.0-85082982845,Independent tasks Real-world Semantic segmentation Task networks Visual perception
2-s2.0-85077910120,"Acute Kidney Injury Continuous Renal Replacement Therapy Critical Care Critical Illness Humans Personnel, Hospital Ultrafiltration"
2-s2.0-85091922725,Air Electric Power Supplies Electrolytes Potassium Compounds Sulfates Zinc
2-s2.0-85080070071,"Adult Aged Antibodies, Neutralizing Antibodies, Viral Antibody-Dependent Enhancement Coinfection Cross Reactions Dengue Dengue Virus Epidemiological Monitoring Female Humans Male Middle Aged Neutralization Tests Phylogeny Taiwan Young Adult Zika Virus Zika Virus Infection"
2-s2.0-85094199117,---
2-s2.0-85081665123,Extraction efficiencies Hollow fiber liquid phase microextraction Liquid phase micro extraction Maximum concentrations Minimum detectable concentrations Nanosorbent Polar organic compounds Trihalomethanes
2-s2.0-85089491195,Advanced analysis Column selections Comprehensive two-dimensional gas chromatography Experimental approaches Experimental design approaches Multiple columns Separation efficiency Stationary phasis
2-s2.0-85086274373,---
2-s2.0-85071442614,"Adolescent Adult Aged Aged, 80 and over Biomarkers, Tumor Child Claudins Female Humans Male Middle Aged Odontogenic Tumors Young Adult"
2-s2.0-85046082672,---
2-s2.0-85100125693,---
2-s2.0-85097754956,---
2-s2.0-85102806396,10-fold cross-validation Average sensitivities Classification methods Feature selection methods Mobile applications Random forest classification Receiver operating characteristic curves Screening application
2-s2.0-85079590137,"Advance Care Planning Advance Directives Age Factors Aged Aged, 80 and over Chronic Disease Critical Care Female Humans Intensive Care Units Life Support Care Male Middle Aged Physicians Resuscitation Orders Retrospective Studies Terminal Care"
2-s2.0-85059188849,---
2-s2.0-85097595495,---
2-s2.0-85086035155,---
2-s2.0-85088851884,"Adult Air Pollution, Indoor Atherosclerosis Carotid Intima-Media Thickness Cooking Cross-Sectional Studies Family Characteristics Female Humans Incidence Inhalation Exposure Myanmar Pregnancy Risk Factors Smoke"
2-s2.0-85095865378,Business Process Business continuity management Effective programs Face-to-face interview Framework program Future improvements Management training Training program
2-s2.0-85076439333,"Bacteria Biodegradation, Environmental Chlorophyll A Nerve Growth Factors Organothiophosphates Plant Roots Soil Soil Microbiology Vigna"
2-s2.0-85085951709,---
2-s2.0-85083788170,Concentration-dependent Differential pulse voltammetry Electrical connectivity Electrochemical signals Hexacyanoferrate/(iii) Paper-based analytical devices Peptide nucleic acid Point-of-care testing
2-s2.0-85099921092,---
2-s2.0-85075835717,"4 ,6-Dimethyl-dibenzothiophene Adsorptive desulfurization Aromatics Competitive adsorption Complexation interactions Ion exchanged zeolites Negative electrostatic potential Regeneration efficiency"
2-s2.0-85090991496,---
2-s2.0-85083451555,Alkaline solutions Commercial potential Commercial productions Enhanced oil recovery Improve oil recovery Microbial enhanced oil recoveries Natural productions Reservoir characteristic
2-s2.0-85084976715,"Adult Calcium Oxalate Crystallization Female Humans Kidney Male Mass Screening Middle Aged Nephrolithiasis Predictive Value of Tests Prospective Studies ROC Curve Thailand Tomography, X-Ray Computed Urinalysis"
2-s2.0-85091875857,"Animals Antioxidants Collagen Dose-Response Relationship, Drug Fibroblasts Flavonoids Humans Lethal Dose 50 Melanins Mice Phenols Plant Extracts Thailand Vigna"
2-s2.0-85079731281,---
2-s2.0-85066870360,"Antidepressive Agents Copper Depression Depressive Disorder, Major Humans Ketoprofen Pharmaceutical Preparations Sertraline Zinc"
2-s2.0-85097618338,---
2-s2.0-85086369711,Boreal catchments Cascading effects Eddy covariance measurements Forested catchments Forested landscapes Krycklan catchments Process-based modeling Water balance components
2-s2.0-85085125219,"Animals Biomechanical Phenomena Bone Plates Cervical Vertebrae Finite Element Analysis Fractures, Bone Humans Laminoplasty Swine Tomography, X-Ray Computed"
2-s2.0-85082306074,Effect of temperature Low temperatures Optimal temperature Oxidation state Propylene polymerization Triethylaluminum Ziegler-Natta catalysts trioctylaluminum
2-s2.0-85091834556,Battery energy storage systems Energy storage systems Flywheel energy storage system Frequency deviation Frequency fluctuation Frequency regulations High energy densities Low frequency range
2-s2.0-85097796061,Electro-active polymers Electrostriction coefficient Ferroelectric domains Ferroelectric polymers Ferroelectric switching Poly (vinylidene fluoride)(PVDF) Poly(vinylidene fluoride) Temperature dependence
2-s2.0-85080991473,---
2-s2.0-85096708547,---
2-s2.0-85090722093,"Antiviral Agents Betacoronavirus Biological Products Cell Nucleus Chlamydomonas reinhardtii Chloroplasts Coronavirus Infections Genetic Engineering Humans Lectins Middle East Respiratory Syndrome Coronavirus Pandemics Pneumonia, Viral Polyphenols Polysaccharides SARS Virus Severe Acute Respiratory Syndrome Viral Vaccines"
2-s2.0-85083902880,"Coronavirus Infections Grief Health Personnel Humans Indonesia Infection Control Pandemics Pneumonia, Viral Social Stigma Thailand"
2-s2.0-85088291477,---
2-s2.0-85090879037,Control area Learning network Loss functions Mean absolute percentage error Power outage Power usage Renewable energies Stability of power system
2-s2.0-85097404581,---
2-s2.0-85085963947,---
2-s2.0-85077325936,---
2-s2.0-85074718108,Ceramics Industry Dynamic mechanical property Environmental pollutions Epoxidized natural rubber Filler contents Gypsum waste Industrial solid wastes Reinforcing fillers
2-s2.0-85091259600,---
2-s2.0-85095432734,"Depression Depressive Disorder, Major Humans Mass Screening Probability Psychiatric Status Rating Scales"
2-s2.0-85081975427,---
2-s2.0-85152850834,---
2-s2.0-85089729033,Acrylamides Cyclic ketene acetals Hydrophobic monomers Nonionic polymers Radical ring opening polymerization Thermoresponsive polymer Upper critical solution temperature Watersoluble
2-s2.0-85111300733,---
2-s2.0-85090974367,---
2-s2.0-85082413535,"Aged Australia Canada Dialysis Solutions Female Humans Japan Kidney Function Tests Male Middle Aged New Zealand Patient Selection Peritoneal Dialysis Practice Patterns, Physicians' Renal Insufficiency, Chronic Thailand United Kingdom United States"
2-s2.0-85096044287,---
2-s2.0-85106181034,---
2-s2.0-85089953944,---
2-s2.0-85083578043,---
2-s2.0-85086939613,---
2-s2.0-85089887512,"Asia Delivery of Health Care Disease Management Disease Susceptibility Genetic Testing Geography, Medical Health Resources Health Services Needs and Demand Humans Immunologic Deficiency Syndromes Primary Health Care Public Health Surveillance"
2-s2.0-85082549235,"Anaerobiosis Bioreactors Granular sludge Methane Methanogenic activity Microbial concentrations Process activities Process performance Sewage Three-stage UASB Total alkalinities Upflow anaerobic sludge blankets Waste Disposal, Fluid Waste Water"
2-s2.0-85094871572,"Adult Antibodies, Viral Betacoronavirus Coronavirus Infections Enzyme-Linked Immunosorbent Assay Family Characteristics Female Humans Male Middle Aged Pandemics Pneumonia, Viral RNA, Viral Survivors Thailand Virus Shedding"
2-s2.0-85085985051,---
2-s2.0-85074731195,Battery storage system Bilateral contracts Demand response programs Electricity consumers Photovoltaic panels Risk neutrals Robust optimization Robust strategy
2-s2.0-85091722293,Adult Brugada Syndrome DNA DNA Mutational Analysis Female Gene Frequency Genetic Predisposition to Disease Genetic Variation Genome-Wide Association Study Humans Incidence Male Middle Aged Mutation NAV1.5 Voltage-Gated Sodium Channel Phenotype Rare Diseases Retrospective Studies Thailand
2-s2.0-85090273111,---
2-s2.0-85073028704,---
2-s2.0-85086325881,"Cardiovascular System Diabetes Mellitus, Type 2 Dipeptidyl-Peptidase IV Inhibitors Glucagon-Like Peptide 1 Humans Hypoglycemic Agents Kidney Randomized Controlled Trials as Topic Sodium-Glucose Transporter 2 Inhibitors Treatment Outcome"
2-s2.0-85092642393,---
2-s2.0-85082596945,---
2-s2.0-85109551445,---
2-s2.0-85098487058,---
2-s2.0-85089274620,Biomass Gasification Chemical production DME synthesis Dimethyl ether synthesis Dimethyl ethers Exergoeconomic analysis Exergy destructions Indirect systems
2-s2.0-85082985901,Assessment instruments Conventional modeling Experimental methods Learning Mathematics Learning models Learning outcome Problem description research methods
2-s2.0-85073939493,Crystalline structure InSb/InAs Lateral growth Morphology evolution Operating wavelength Quantum nanostructures Self assembled nanostructures Transmission electron
2-s2.0-85086913311,---
2-s2.0-85087587268,Axial compression behavior Circular opening Composite column Concrete encasement Concrete-encased Hardening behavior Low strength concrete Weakening effect
2-s2.0-85086811107,Bubble attachments Gravity separation Particle geometries Plastic particle Plastic wastes Separation efficiency Surface wettability Water pulsation
2-s2.0-85079469203,---
2-s2.0-85095773913,Domain knowledge Initial domains Learning methods Natural language text Paper analysis Recurrent neural network (RNN) Synthetic minority over-sampling techniques Training data sets
2-s2.0-85087033200,"Biomarkers, Tumor Carcinoma, Non-Small-Cell Lung Epigenesis, Genetic Gene Expression Profiling Gene Expression Regulation, Neoplastic Humans Lung Neoplasms Neoplastic Stem Cells Nitric Oxide Transcription Factors Tumor Cells, Cultured"
2-s2.0-85081351378,Empirical evaluations Fiber optical cables Free space optics Hybrid polarization Network applications Optical code division multiple access Optical code division multiplexing Polarization division multiplexing (PDM)
2-s2.0-85080104949,"Case Management Early Diagnosis Female HIV Infections Humans Infant Infant, Newborn Male Polymerase Chain Reaction Thailand Time-to-Treatment"
2-s2.0-85079799326,"Cell Survival Cells, Cultured Coated Materials, Biocompatible Corrosion Dental Pulp Dielectric Spectroscopy Fibroblasts Graphite Humans Interleukin-6 Interleukin-8 Mouth Nickel Reference Standards Silver Spectrometry, X-Ray Emission Titanium X-Ray Diffraction"
2-s2.0-85091071856,---
2-s2.0-85087722050,"Aged Breast Neoplasms Cross-Sectional Studies Female Humans Mastectomy, Segmental Neoplasm Staging Radiation Dose Hypofractionation Radiotherapy, Adjuvant Treatment Outcome"
2-s2.0-85084065962,Chemical reduction Electrical current In-situ polymerization Methanol concentration Reduced graphene oxides (RGO) Relative electrical conductivities Sensing material Sensing response
2-s2.0-85037702187,---
2-s2.0-85090551728,---
2-s2.0-85089190082,"Azides Capsid Continuous quench-flow reactor Disinfection Disinfection kinetics EMA-qPCR Ethidium monoazide Flow reactors Genome, Viral Kinetics Ozone Ozone concentration Ozone disinfection Poliovirus Poliovirus 1 Quench-flow Real-Time Polymerase Chain Reaction Viral Plaque Assay Viral infectivity Virus Inactivation"
2-s2.0-85088094860,"Acetylglucosamine Animals Calcium Carcinoma, Non-Small-Cell Lung Caveolin 1 Cell Line, Tumor Cell Movement Humans Lung Neoplasms Male Mice Neoplasm Invasiveness Neoplasm Metastasis Protein-Serine-Threonine Kinases Proto-Oncogene Proteins c-myc TRPM Cation Channels"
2-s2.0-85082429642,Adult Biomarkers Case-Control Studies Female Humans Maternal Age Placenta Growth Factor Pre-Eclampsia Predictive Value of Tests Pregnancy Prospective Studies Sensitivity and Specificity Vascular Endothelial Growth Factor Receptor-1
2-s2.0-85080905360,---
2-s2.0-85061919785,---
2-s2.0-85083356061,---
2-s2.0-85086702707,A549 Cells Doxorubicin Drug Carriers Glucans Gold Hep G2 Cells Humans Metal Nanoparticles Nanocomposites Neoplasms
2-s2.0-85126928340,---
2-s2.0-85091975971,"Antineoplastic Agents Biological Products Cell Line, Tumor Humans Molecular Structure Parmeliaceae Vietnam Xanthones"
2-s2.0-85092799266,"Animals Antioxidants Apoptosis Cytokines Disease Models, Animal Epidermis Humans Imiquimod Oryza Plant Extracts Psoriasis Rats Rats, Sprague-Dawley S100 Calcium Binding Protein A7 Skin Skin, Artificial Treatment Outcome"
2-s2.0-85084995733,Average currents CMOS technology Clock frequency Clock gating techniques Embedded system applications Instruction set architecture Low power processors Micro architectures
2-s2.0-85076252814,Carbon microspheres Catalytic pyrolysis Gasoline blends Hydrodeoxygenation Napier grass Ni-Cu catalysts
2-s2.0-85089441197,---
2-s2.0-85081929690,Analysis of Variance Biomarkers ErbB Receptors Humans Immunohistochemistry Laryngeal Neoplasms Prognosis ROC Curve Sensitivity and Specificity Squamous Cell Carcinoma of Head and Neck
2-s2.0-85089310669,English spellings Grammatical errors Language evaluations Novel architecture Spelling correction Spelling errors Stage structure Word error rate
2-s2.0-85084385394,---
2-s2.0-85078603389,---
2-s2.0-85091428716,---
2-s2.0-85083546390,"Animals Calcium Signaling Cardiotoxicity Cell Degranulation Disease Models, Animal Doxorubicin Estradiol Estrogen Replacement Therapy Exercise Therapy Female Inflammation Mediators Mast Cells Myocardial Contraction Myocardium Ovariectomy Oxidative Stress Rats, Sprague-Dawley Ventricular Dysfunction, Left Ventricular Function, Left"
2-s2.0-85087890269,Balanced scorecards Composite index Financial performance Good governances Organization for economic co-operation and development Semi structured interviews State owned enterprise Strategic management
2-s2.0-85078350967,Ab initio simulations Electronic transition First-principles calculation Hostile environments Multiphonon process Pressure dependence Spectroscopic measurements Zinc-blende structures
2-s2.0-85092191826,Biodiesel production High free fatty acids High water content Reactive distillation columns Reactive distillations SIMPLE method Waste cooking oil Water removal
2-s2.0-85078900629,"Adolescent Adult Aged Aged, 80 and over Antineoplastic Agents Benzamides Female Humans Imatinib Mesylate Leukemia, Myeloid, Chronic-Phase Male Middle Aged Pyrazines Treatment Outcome Young Adult"
2-s2.0-85079414035,Coulombic efficiency Covalent organic frameworks Diffusion pathways High reactivity High surface area In-situ formations Lithium metal anode Solid electrolyte interphase
2-s2.0-85084294353,---
2-s2.0-85086378179,---
2-s2.0-85083186457,"Assessment tool Bangkok , Thailand Ecosystem services Man made ecosystems Potential capability Quantitative indicators Rapid assessment Structural differences"
2-s2.0-85088104818,"Animals Conservation of Natural Resources Coronavirus Infections Feeding Behavior Humans Pandemics Pneumonia, Viral Primate Diseases Primates Risk Factors Zoonoses"
2-s2.0-85091890109,---
2-s2.0-85084403964,---
2-s2.0-85086693768,"Child Nutritional Physiological Phenomena Child, Preschool Cross-Sectional Studies Female Growth Disorders Humans Incidence Infant Infant, Newborn Male Multilevel Analysis Pakistan Prevalence Surveys and Questionnaires Thinness"
2-s2.0-85080891429,---
2-s2.0-85076884759,---
2-s2.0-85093365355,Branching fractions Data sample Integrated luminosity Meson decays Proton proton collisions
2-s2.0-85089418466,Alpha glucosidase Anti-oxidant activities Chemical compositions Inhibitory activity Oxidative damage Physical structures Potential resources Structural characterization
2-s2.0-85090950664,---
2-s2.0-85089285353,---
2-s2.0-85064744511,---
2-s2.0-85075736757,Accessible surface areas Environmental Environmental process Honeycomb Metallic structures Monolith Technological applications Thin layer coatings
2-s2.0-85083002300,---
2-s2.0-85090574988,"Clinical Decision-Making Diagnostic Techniques, Neurological Digital Technology Humans Neurologists Parkinson Disease"
2-s2.0-85147600022,---
2-s2.0-85077839933,Acne Vulgaris Adult Arginine Carboxylic Acids Cosmeceuticals Double-Blind Method Humans Male Sebum Severity of Illness Index Skin Skin Care Thailand Treatment Outcome Tromethamine Young Adult
2-s2.0-85092705001,---
2-s2.0-85079618294,Aquatic environments Ceramic micro-filtration membranes International standards Removal efficiencies Treatment performance Wastewater recycling Water use community wastewater treatment and resuse
2-s2.0-85087423341,---
2-s2.0-85090267655,"Animals Antibodies, Neutralizing Antibodies, Viral Chikungunya Fever Chikungunya virus Culicidae Dengue Dengue Virus Female Geography Humans Macaca Male Mosquito Vectors Seroepidemiologic Studies Thailand Zika Virus Zika Virus Infection"
2-s2.0-85083008651,---
2-s2.0-85092094160,---
2-s2.0-85078224899,---
2-s2.0-85087685144,---
2-s2.0-85083970798,Game questionnaires Higher education Mobile games Research and development Social skills Standard deviation Statistical data analysis Undergraduate students
2-s2.0-85082549209,---
2-s2.0-85089501067,---
2-s2.0-85096695177,---
2-s2.0-85076684655,"Cellulose Chemistry, Pharmaceutical Crystallization Drug Compounding Excipients Pharmaceutical Preparations Spectrum Analysis, Raman"
2-s2.0-85095700852,---
2-s2.0-85079322917,"4-aminothiophenol Acetobacter Cellulose Flexible substrate Flexible surfaces Food Contamination Fruit In-situ detections Metal Nanoparticles Methomyl Nanocomposites Optical transparency Paper Particle Size Pesticides Reproducibilities Silver Spectrum Analysis, Raman Surface Properties Surface enhanced Raman Scattering (SERS)"
2-s2.0-85091462900,---
2-s2.0-85092259116,---
2-s2.0-85091612577,Asthenozoospermia Humans Male Oxidative Stress Sperm Motility Spermatozoa Ubiquinone
2-s2.0-85075078446,Commercially Pure titaniums Controlled environment Extended X-ray absorption fine structures Finishing process Intermediate reactions Reaction byproducts Reaction layers Vickers microhardness
2-s2.0-85084552457,Acrylonitrile butadiene styrene Anti-bacterial performance Bactericidal activity Electron-hole recombination Escherichia coli (E. coli) Photocatalytic efficiency Silane coupling agent Titanium dioxides (TiO2)
2-s2.0-85097646793,---
2-s2.0-85084480104,"Adolescent Adult Aged Aged, 80 and over Anxiety Disorders Australia Comorbidity Female Humans Male Middle Aged Phobic Disorders Risk Factors Substance-Related Disorders Young Adult"
2-s2.0-85081718163,Adsorption capacities Adsorption kinetics Adsorption time FTIR analysis Freundlich isotherm model Gamma irradiation Gold cyanide Gold recoveries
2-s2.0-85097891707,---
2-s2.0-85107337764,---
