_id,funding_agency_name,Country
6752a8eef70a6504336c18d9,Raden Joko Kuncoroningrat Susilo,None
6752a8eff70a6504336c18da,S & T Postgraduate Education and Research Development Office,Thailand
6752a8f0f70a6504336c18db,Department of Marine Science,None
6752a8f0f70a6504336c18dc,National Doctoral Programme in Informational and Structural Biology,Finland
6752a8f1f70a6504336c18dd,Apex Nanotek Co. Ltd.,Thailand
6752a8f2f70a6504336c18de,Research Ethics Board of Health,Canada
6752a8f3f70a6504336c18df,Smart Materials Research Laboratory,Thailand
6752a8f3f70a6504336c18e0,Aid for Scientific Research,Japan
6752a8f4f70a6504336c18e1,European Association of,None
6752a8f5f70a6504336c18e2,Shell Professorial Chair,United Kingdom
6752a8f6f70a6504336c18e3,Department of Education and Learning,United States
6752a8f6f70a6504336c18e4,Council of Science and Indus,India
6752a8f7f70a6504336c18e5,UASLPFAI,Mexico
6752a8f8f70a6504336c18e6,Four Seasons Hotel Care for Cancer Fun Run,Thailand
6752a8f9f70a6504336c18e7,2Food Biotechnology Research Team,Thailand
6752a8faf70a6504336c18e8,3Enzyme Technology Research Team,None
6752a8faf70a6504336c18e9,"4Department of Food and Pharmaceutical Chemistry, Faculty of Pharmaceutical Sciences",Thailand
6752a8fbf70a6504336c18ea,Ambrx Inc.,United States
6752a8fcf70a6504336c18eb,CCFA career development award,United States
6752a8fcf70a6504336c18ec,Nutrition Science Partners,United States
6752a8fdf70a6504336c18ed,Sigmoid Biotechnologies,None
6752a8fef70a6504336c18ee,Theravance Biopharma R&D,United States
6752a8fff70a6504336c18ef,TiGenix,Belgium
6752a900f70a6504336c18f0,N.S.,None
6752a900f70a6504336c18f1,Overseas Research Experience Scholarship for Graduate Students,None
6752a901f70a6504336c18f2,Rad-chadapisek Sompoch Endowment Fund,Thailand
6752a902f70a6504336c18f3,Centre for Advanced Materials and Environmental Research,Thailand
6752a903f70a6504336c18f4,Coordination for The Improvement of Higher Level of Education,Brazil
6752a905f70a6504336c18f5,Social Foundation Platform Organization,None
6752a907f70a6504336c18f6,Functional Porous Materials for Catalysis and Adsorption,None
6752a908f70a6504336c18f7,MOST 108-3116-F-006-007-CC1,Taiwan
6752a909f70a6504336c18f8,National Research Funding,None
6752a909f70a6504336c18f9,"Research, Development and Engineering Fund",Thailand
6752a90af70a6504336c18fa,"S&T Postgraduate Education, Research Development Office",Thailand
6752a90bf70a6504336c18fb,ICTV,United States
6752a90cf70a6504336c18fc,AI-enabled,None
6752a90df70a6504336c18fd,AF Goodrich Chemical Co.,United States
6752a90ef70a6504336c18fe,M.C. holds shares Alnylam,United States
6752a90ff70a6504336c18ff,Tetherex,United States
6752a90ff70a6504336c1900,Asia Public Intellectual,None
6752a910f70a6504336c1901,NetCS,None
6752a911f70a6504336c1902,Pediatric Nutrition STAR,United States
6752a911f70a6504336c1903,Faculty of Environmental Management,Thailand
6752a912f70a6504336c1904,Queen Elizabeth II Diamond Jubilee Scholarship,Canada
6752a913f70a6504336c1905,European Social Fund-ESF,European Union
6752a914f70a6504336c1906,Strengthening Human Resources Research Potential via Doctorate Research,None
6752a914f70a6504336c1907,TASCMAR,None
6752a915f70a6504336c1908,Overseas Presentations of Graduate Level Academic Thesis of CU,Thailand
6752a916f70a6504336c1909,Kao Melanin Workshop,Thailand
6752a917f70a6504336c190a,Xoaquín Moreira,None
6752a918f70a6504336c190b,Hotung Foundation,Hong Kong
6752a918f70a6504336c190c,HR-TEM,None
6752a919f70a6504336c190d,Auspicious Occasion of Her Royal Highness Princess Maha Chakri Sirindhornʼs 5th Cycle,Thailand
6752a91af70a6504336c190e,Mrs Ethie Hastuti,None
6752a91bf70a6504336c190f,México,Mexico
6752a91cf70a6504336c1910,European Union’s HORIZON2020 research and innovation programme,European Union
6752a91df70a6504336c1911,Department of Chemical Engineering Fund,None
6752a91ef70a6504336c1912,Research Cess Fund,Thailand
6752a91ff70a6504336c1913,Rajamangala University of Technology Tawan-Ok Uthenthawai Campus,Thailand
6752a91ff70a6504336c1914,l'Industrie et dans l'Agriculture,France
6752a920f70a6504336c1915,CTSS,None
6752a921f70a6504336c1916,Health and Wellbeing Survey,Thailand
6752a922f70a6504336c1917,S&T Postgraduate Education,United States
6752a922f70a6504336c1918,Comprehensive International Program of Research on AIDS Network,United States
6752a923f70a6504336c1919,Henrik Enghoff,None
6752a924f70a6504336c191a,Nesrine Akkari,None
6752a924f70a6504336c191b,BRCES,Brazil
6752a925f70a6504336c191c,KSU Research Chairs,Saudi Arabia
6752a926f70a6504336c191d,"Research, Development and Testing Center",Thailand
6752a926f70a6504336c191e,Development and Promotion of Science and Technology Project,Thailand
6752a928f70a6504336c191f,Ministry of Educa,Thailand
6752a929f70a6504336c1920,Youth and Sports,Thailand
6752a929f70a6504336c1921,Department of Chemistry,None
6752a92af70a6504336c1922,New Faculty Staff fund and Ratchadapiseksomphot Endowment Fund 2017,Thailand
6752a92cf70a6504336c1923,Task Force for Activating Research,Thailand
6752a92cf70a6504336c1924,College of Humanities,None
6752a92df70a6504336c1925,Laem Son National Parks,Thailand
6752a92df70a6504336c1926,Dental Research Fund,None
6752a92ef70a6504336c1927,Department of Food and Pharmaceutical Chemistry,None
6752a92ff70a6504336c1928,Alfonso Cueto Manzano,None
6752a930f70a6504336c1929,Areewan Cheawchanwattana,Thailand
6752a930f70a6504336c192a,Gillian Brunier,None
6752a931f70a6504336c192b,Guttiga Halue,None
6752a932f70a6504336c192c,Hideki Kawanishi,None
6752a933f70a6504336c192d,Mizuya Fukasawa,None
6752a933f70a6504336c192e,Munekazu Ryuzaki,None
6752a934f70a6504336c192f,Serdang Hospital,Malaysia
6752a935f70a6504336c1930,Suchai Sritippayawan,Thailand
6752a936f70a6504336c1931,Thyago de Moraes,None
6752a936f70a6504336c1932,TSRI Research Team Promotion,Thailand
6752a937f70a6504336c1933,TSRI Research Team Promotion Grant,Thailand
6752a938f70a6504336c1934,Center for Medical Diagnostic Laboratories,Thailand
6752a938f70a6504336c1935,University of the,None
6752a939f70a6504336c1936,Cedro Company,None
6752a93af70a6504336c1937,Dalton de Souza Amorim,None
6752a93bf70a6504336c1938,Leandro Silva Barbosa,None
6752a93cf70a6504336c1939,Paulo Roberto Magno (Coleoptera),None
6752a93cf70a6504336c193a,Serra do Cipó National Park,Brazil
6752a93df70a6504336c193b,International University,None
6752a93ef70a6504336c193c,Dalia Mahmoud,None
6752a93ef70a6504336c193d,SEBIA,France
6752a93ff70a6504336c193e,Ratchadaphiseksomphot,Thailand
6752a940f70a6504336c193f,Faculty of Pharmaceutical Sciences,None
6752a941f70a6504336c1940,RGJ,Thailand
6752a942f70a6504336c1941,Harry Windsor Foundation,None
6752a942f70a6504336c1942,copy-editing service of Research and Development Office,Thailand
6752a943f70a6504336c1943,Faculty of Management Science,None
6752a944f70a6504336c1944,Genome Technology Research Unit,Thailand
6752a944f70a6504336c1945,Proteomics Research Laboratory,None
6752a945f70a6504336c1946,Smart Grid Technology,None
6752a946f70a6504336c1947,School of Biomolecu-lar Science and Engineering,None
6752a946f70a6504336c1948,Department of Drug Safety Sciences,Japan
6752a947f70a6504336c1949,Overseas Research Experience Scholarship for Graduate Students of the,None
6752a948f70a6504336c194a,"Research, Development and Engineering Fund for National Nanotechnology",Thailand
6752a948f70a6504336c194b,NSTDA university industry research collaboration,Thailand
6752a949f70a6504336c194c,IERI,None
6752a94af70a6504336c194d,"Center for Petroleum, Petrochemical, and Advanced Materials",Thailand
6752a94bf70a6504336c194e,"Department of Packaging and Materials Technology, Faculty of Agro-Industry",Thailand
6752a94cf70a6504336c194f,Medical-Psychiatry Alliance,Canada
6752a94df70a6504336c1950,James Fund,None
6752a94ef70a6504336c1951,Dittapol Muntham and Nattawut Unwanatham,Thailand
6752a94ff70a6504336c1952,IGenius Language Institute,Thailand
6752a950f70a6504336c1953,Britannia Pharmaceuticals Ltd.,United Kingdom
6752a950f70a6504336c1954,Teva-Lundbeck,None
6752a951f70a6504336c1955,Hospital,None
6752a952f70a6504336c1956,National Computer Center,Thailand
6752a953f70a6504336c1957,"Collaborative Research in Engineering, Science and Technology",Malaysia
6752a954f70a6504336c1958,"Multidisciplinary platform of Advanced Engineering, Electrical and Computer Systems Engineering Discipline",Thailand
6752a955f70a6504336c1959,Khao Chong Botanical Garden,Thailand
6752a956f70a6504336c195a,Shell Chemical and Kao Chemical,None
6752a957f70a6504336c195b,Faculty of Science and Industrial Technology,Thailand
6752a958f70a6504336c195c,TRFCHE,Thailand
6752a959f70a6504336c195d,Faculty of Sports Science,None
6752a959f70a6504336c195e,Department of Veterinary Microbiology,None
6752a95af70a6504336c195f,Care Health and Development Trust,United Kingdom
6752a95bf70a6504336c1960,European Community Fund FEDER,Spain
6752a95cf70a6504336c1961,Thomas Wilson Sanitarium,United States
6752a95df70a6504336c1962,Tuixen Foundation,None
6752a95ef70a6504336c1963,Women's Institute,United Kingdom
6752a95ef70a6504336c1964,Entwicklung funktionaler Polymerfolien und Polymerbeschichtungen unter Verwendung von Lignin-Zwischenprodukten für innovative Anwendun-gen,Germany
6752a95ff70a6504336c1965,CEMB-PERDO,Thailand
6752a960f70a6504336c1966,MESA RU,Thailand
6752a961f70a6504336c1967,T.U.,Thailand
6752a962f70a6504336c1968,Juba and Wau Teaching Hospital administrations,South Sudan
6752a962f70a6504336c1969,Biowulf cluster,United States
6752a963f70a6504336c196a,Center of Excellence for Medical Genomics,Thailand
6752a964f70a6504336c196b,E.C.,None
6752a965f70a6504336c196c,Radchadapisek Somphot Fund for,Thailand
6752a966f70a6504336c196d,Research Network NANOTECH,Germany
6752a967f70a6504336c196e,University of Technology,None
6752a967f70a6504336c196f,International Society for Affective Disorders,United Kingdom
6752a968f70a6504336c1970,European Atomic Energy Community’s Seventh Framework Programme FP7/2007,European Union
6752a968f70a6504336c1971,Pacific Biotech,Thailand
6752a969f70a6504336c1972,Safe Abortion Action Fund,United Kingdom
6752a96af70a6504336c1973,PICU,Thailand
6752a96bf70a6504336c1974,Prototype School Building,None
6752a96bf70a6504336c1975,V & P Expanded Metal Co.Ltd,Thailand
6752a96cf70a6504336c1976,Remediation Technologies for Petroleum Contamination,None
6752a96df70a6504336c1977,Development New Faculty Staff,None
6752a96df70a6504336c1978,"ERT, Inc.",United States
6752a96ef70a6504336c1979,Equinox Fitness Clubs,United States
6752a96ff70a6504336c197a,eResearch Technologies Inc,United States
6752a970f70a6504336c197b,Nakhonpathom Hospital,Thailand
6752a970f70a6504336c197c,Rachadaphicseksompotch Endorsement Fund,Thailand
6752a971f70a6504336c197d,Siam Pharmaceutical Co Ltd,Thailand
6752a972f70a6504336c197e,Ministry of Science,None
6752a973f70a6504336c197f,Auspicious Occasion of Her Royal Highness Princess Maha Chakri Sirindhorn’s 5th cycle,Thailand
6752a973f70a6504336c1980,Chemistry Research Center,None
6752a974f70a6504336c1981,Sustainable Agriculture Foundation,Thailand
6752a975f70a6504336c1982,National Research University Development,Thailand
6752a976f70a6504336c1983,EFV,None
6752a977f70a6504336c1984,NFV,None
6752a978f70a6504336c1985,NVP,None
6752a979f70a6504336c1986,MNE,None
6752a97af70a6504336c1987,NDGF,None
6752a97bf70a6504336c1988,European Allergy and Clinical Immunology Research Fellowship,Switzerland
6752a97bf70a6504336c1989,Gavin Broad,None
6752a97cf70a6504336c198a,Center for Scientific and Technological Equipment,Thailand
6752a97df70a6504336c198b,Institute of Science and Technology on Neuroimmunomodulation,China
6752a97ef70a6504336c198c,MU-MRC,Thailand
6752a97ef70a6504336c198d,N.P.,None
6752a97ff70a6504336c198e,EcoTopia Science Institute,Thailand
6752a981f70a6504336c198f,Institute for Fermentation,Japan
6752a981f70a6504336c1990,Erasmus Mundus,European Union
6752a982f70a6504336c1991,Radchadapisek Sompoch Endowment Fund,Thailand
6752a983f70a6504336c1992,Boston Scientific Corporation paid speaker for Karl Storz Company,United States
6752a984f70a6504336c1993,"Department of Biology, Faculty of Science",None
6752a984f70a6504336c1994,Sanam Chandra Palace campus,Thailand
6752a985f70a6504336c1995,Tissue Culture,None
6752a986f70a6504336c1996,"Department of Chemistry, Faculty of Science",None
6752a986f70a6504336c1997,Schlumberger for Petrel,United States
6752a987f70a6504336c1998,Advance Research Center,None
6752a988f70a6504336c1999,CU-ASEAN,Thailand
6752a988f70a6504336c199a,"Department of Marine Science, Faculty of Science and Fisheries Technology",Thailand
6752a989f70a6504336c199b,KMUTNBNRU,Thailand
6752a98af70a6504336c199c,Huang Pacific Foundation,None
6752a98bf70a6504336c199d,Information Technology Foundation,Thailand
6752a98cf70a6504336c199e,Research Grant for Mid-Career University,None
6752a98df70a6504336c199f,Center of Excellence in Liver Diseases,Thailand
6752a98df70a6504336c19a0,"Center of Excellence for Marine Biotechnology, Department of Marine Science",Thailand
6752a98ef70a6504336c19a1,S&T postgraduate Education and Research Development Office,Thailand
6752a98ff70a6504336c19a2,Hunstman Petrochemical Corp.,United States
6752a990f70a6504336c19a3,Department of Advanced Manufacturing Technology,None
6752a991f70a6504336c19a4,Department of Manufacturing Engineering,None
6752a991f70a6504336c19a5,Development and Promotion of Science and Technology Talents,Thailand
6752a992f70a6504336c19a6,Academic Fund of Division of Infectious Disease,None
6752a993f70a6504336c19a7,Center for the Promotion of Research and Academic Outreach,Thailand
6752a994f70a6504336c19a8,Thailand 2Northern Thai Research Group of Radiation Oncology,Thailand
6752a994f70a6504336c19a9,Thailand 9Hirosaki University Graduate School of Health Science,Japan
6752a995f70a6504336c19aa,Department of Physical Therapy,None
6752a996f70a6504336c19ab,Faculty of Allied Health Science,Thailand
6752a996f70a6504336c19ac,C.K.,None
6752a997f70a6504336c19ad,S&T Cooperation 01DP17024,Germany
6752a998f70a6504336c19ae,Fatima Amanat,None
6752a998f70a6504336c19af,Shirin Strohmeier,None
6752a999f70a6504336c19b0,Sonia Jacinto of the Institute of Biology,None
6752a99af70a6504336c19b1,UPD,Philippines
6752a99bf70a6504336c19b2,TRF Grant of New Scholar,Thailand
6752a99cf70a6504336c19b3,Department of Ophthalmology,None
6752a99df70a6504336c19b4,Development and Promotion of Science and Technology Talent Projects,Thailand
6752a99ef70a6504336c19b5,Cluster and Programme Management Office,Thailand
6752a99ef70a6504336c19b6,Department of Laboratory Medicine,None
6752a99ff70a6504336c19b7,Guangdong Province Introduced Innovative,China
6752a99ff70a6504336c19b8,Liver Fibrosis,None
6752a9a0f70a6504336c19b9,National Vaccine Institute Fund,Thailand
6752a9a1f70a6504336c19ba,Foundation for the Welfare,Thailand
6752a9a2f70a6504336c19bb,S&T Postgraduate Education Research Development Office,Thailand
6752a9a2f70a6504336c19bc,CTO,None
6752a9a3f70a6504336c19bd,Jinsu Kim,None
6752a9a4f70a6504336c19be,Center for Nano and Material Sciences,India
6752a9a5f70a6504336c19bf,IRN,None
6752a9a6f70a6504336c19c0,Livestock Animal Hospital,Thailand
6752a9a7f70a6504336c19c1,Center of Excellence in Clinical Virol-ogy,Thailand
6752a9a8f70a6504336c19c2,Division of Gastroenterology,None
6752a9a9f70a6504336c19c3,Liver Research Unit,None
6752a9a9f70a6504336c19c4,school of sciences,None
6752a9aaf70a6504336c19c5,AEI/FEDER/UE,Spain
6752a9abf70a6504336c19c6,JWRI,Japan
6752a9acf70a6504336c19c7,Janis Noonan of Gardiner-Caldwell Communications,United Kingdom
6752a9adf70a6504336c19c8,Lymphoma Study Association,France
6752a9aef70a6504336c19c9,Active Case Management network,None
6752a9aff70a6504336c19ca,PENTA-ID foundation,Italy
6752a9b0f70a6504336c19cb,Government Research Fund,Thailand
6752a9b1f70a6504336c19cc,Jane Ford Petrin donation,None
6752a9b2f70a6504336c19cd,Fostering Joint International Research,None
6752a9b3f70a6504336c19ce,Vincent Chung Tong Mok,None
6752a9b4f70a6504336c19cf,Department of Clinical Tropical Medicine,Thailand
6752a9b5f70a6504336c19d0,Institute of Psychology,None
6752a9b6f70a6504336c19d1,Southeast Asia Biodiversity Research Institute,China
6752a9b7f70a6504336c19d2,Fish Infectious Diseases Research Unit,Thailand
6752a9b8f70a6504336c19d3,MarksMan Healthcare Communications,India
6752a9b9f70a6504336c19d4,OERC,Thailand
6752a9baf70a6504336c19d5,Graduate Institute of Microbiology and Public Health,Taiwan
6752a9bcf70a6504336c19d6,Lainan SAO,None
6752a9bef70a6504336c19d7,Innovation and Technology Assistance Program,Thailand
6752a9c0f70a6504336c19d8,Andreas Vychytil,None
6752a9c1f70a6504336c19d9,Angelito Bernardo,None
6752a9c2f70a6504336c19da,"Elaine Bowes, Edwina Brown",None
6752a9c2f70a6504336c19db,Jenny Shen,None
6752a9c3f70a6504336c19dc,Mauricio Sanabria,None
6752a9c4f70a6504336c19dd,Faculty of Veterinary Medicine,None
6752a9c5f70a6504336c19de,Kesetsart Veterinary Hospital,Thailand
6752a9c5f70a6504336c19df,Suvarnachad Animal Hospital,Thailand
6752a9c6f70a6504336c19e0,HIVNAT,Thailand
6752a9c6f70a6504336c19e1,Netherland Australia Thailand Research Collaboration,Thailand
6752a9c7f70a6504336c19e2,Development and Promotion of Science and Technology Talents Scholarship,Thailand
6752a9c8f70a6504336c19e3,Graduate School of Education,United States
6752a9c9f70a6504336c19e4,Department of Wildlife,United States
6752a9caf70a6504336c19e5,Habitat Foundation,Thailand
6752a9cbf70a6504336c19e6,EU-Horizon 2020 TASCMAR,The European Union
6752a9ccf70a6504336c19e7,AIAS-COFUND,Denmark
6752a9cef70a6504336c19e8,Navadol Laosiripojana,Thailand
6752a9cff70a6504336c19e9,Bioenergy and Catalysis Research Unit,Thailand
6752a9d0f70a6504336c19ea,MHESI,Thailand
6752a9d0f70a6504336c19eb,Advanced Materials Analysis Research Unit,Thailand
6752a9d2f70a6504336c19ec,International Research Integration,Thailand
6752a9d2f70a6504336c19ed,NRTC,Thailand
6752a9d3f70a6504336c19ee,RSPG,Thailand
6752a9d4f70a6504336c19ef,Fiber Resource Energy Cooperation Ltd.,Thailand
6752a9d6f70a6504336c19f0,School of Agricultural Resources,Thailand
6752a9d6f70a6504336c19f1,Francois Wallace Monahan Fellowship,United States
6752a9d7f70a6504336c19f2,Tejin,None
6752a9d8f70a6504336c19f3,"School of Environmental, Resources and Development",Thailand
6752a9d9f70a6504336c19f4,Kullaya Pisitsungkagarn,None
6752a9daf70a6504336c19f5,Wachrapong Foophrateepsiri,None
6752a9dcf70a6504336c19f6,Frontier Laboratories and Quantum Analytics,United States
6752a9ddf70a6504336c19f7,Faculty of Public Health,Thailand
6752a9def70a6504336c19f8,Center of Excellence in Theoretical and Computational Science,Thailand
6752a9e0f70a6504336c19f9,Kimet Jusufi,None
6752a9e1f70a6504336c19fa,"department of electrical engineering, engineering faculty",None
6752a9e2f70a6504336c19fb,department of health promotion,Thailand
6752a9e2f70a6504336c19fc,Sonti Khamsanga,Thailand
6752a9e3f70a6504336c19fd,Energy Conservation Fund,Thailand
6752a9e4f70a6504336c19fe,Nuttaya Sinsommanus,Thailand
6752a9e5f70a6504336c19ff,Papungkorn Kitcharoenkarnkul,Thailand
6752a9e5f70a6504336c1a00,Stop-Drink Network,Thailand
6752a9e6f70a6504336c1a01,Suwara Kaewnuy,Thailand
6752a9e7f70a6504336c1a02,Center of Excellence Research for Meliodosis,Thailand
6752a9e8f70a6504336c1a03,Research Excellence Center for Innovation and Health Product,Thailand
6752a9e8f70a6504336c1a04,Research institute for Health Sciences,Thailand
6752a9e9f70a6504336c1a05,C2F,None
6752a9eaf70a6504336c1a06,NNTRC,Thailand
6752a9ebf70a6504336c1a07,Nora Diaz de Leon,None
6752a9ecf70a6504336c1a08,CEAP,Brazil
6752a9edf70a6504336c1a09,MWIT,Thailand
6752a9edf70a6504336c1a0a,Biofuel and Biochemical Industry Project,Thailand
6752a9eef70a6504336c1a0b,PBRI,Thailand
6752a9eff70a6504336c1a0c,Department of Pediatrics,None
6752a9eff70a6504336c1a0d,Pediatric Liver Diseases and Immunology STAR,None
6752a9f0f70a6504336c1a0e,DNP,Thailand
6752a9f1f70a6504336c1a0f,The Asia Research Center,None
6752a9f1f70a6504336c1a10,NRU‐KU,Thailand
6752a9f2f70a6504336c1a11,Wildlife Habitat,None
6752a9f3f70a6504336c1a12,Faculty of Medicine Endowment Fund,None
6752a9f4f70a6504336c1a13,Microtechnique Laboratory,None
6752a9f4f70a6504336c1a14,ASEA,None
6752a9f5f70a6504336c1a15,B.N.C. Patcharapun Chaipun,Thailand
6752a9f6f70a6504336c1a16,Omics Sciences & Bioinformatics Center,Thailand
6752a9f9f70a6504336c1a17,"Ipsen, Merz, Auspex",France
6752a9faf70a6504336c1a18,Janssen and Takeda,United States
6752a9fbf70a6504336c1a19,Osmotica Pharmceuticals and Dispersol Technologies,United States
6752a9fcf70a6504336c1a1a,GSKKU,Thailand
6752a9fcf70a6504336c1a1b,Research and Technology Transfer Affairs,None
6752a9fdf70a6504336c1a1c,Harmonist Project,United States
6752a9fef70a6504336c1a1d,UKR1,None
6752a9fff70a6504336c1a1e,Science and Technology,Thailand
6752aa00f70a6504336c1a1f,Lorrie Albarado,None
6752aa00f70a6504336c1a20,petroleum industry,Thailand
6752aa01f70a6504336c1a21,"Teppatana Paper Mill Co., Ltd.",Thailand
6752aa02f70a6504336c1a22,UTM,Malaysia
6752aa02f70a6504336c1a23,Elouise Haskin,None
6752aa04f70a6504336c1a24,Plateau Technique de Microscopie Electronique,France
6752aa05f70a6504336c1a25,UNESCO-IOC/WESTPAC,Thailand
6752aa06f70a6504336c1a26,Development and Promotion of Science and Technology Talented Project,Thailand
6752aa06f70a6504336c1a27,Animal Systematics Research Unit,Thailand
6752aa07f70a6504336c1a28,TEH‐AC,None
6752aa08f70a6504336c1a29,Hearl-Lung Foundation,Sweden
6752aa0af70a6504336c1a2a,Jonas Söderquist Foundation for Virology and Immunology,Sweden
6752aa0af70a6504336c1a2b,Kyu Kanagawa,Japan
6752aa0bf70a6504336c1a2c,SUTD-ZJU,Singapore
6752aa0cf70a6504336c1a2d,Metallurgy and Materials Science Research Institute,Thailand
6752aa0df70a6504336c1a2e,Department of Water Resources Engineering,None
6752aa0ef70a6504336c1a2f,V & P Expanded Metal,Thailand
6752aa0ef70a6504336c1a30,CINaM,France
6752aa0ff70a6504336c1a31,ICP-OES,None
6752aa10f70a6504336c1a32,CEVA,France
6752aa10f70a6504336c1a33,MSD Animal Health and Sanofi Pasteur,United States
6752aa11f70a6504336c1a34,Association,None
6752aa12f70a6504336c1a35,Medizin Akademie Organisationsteam,Germany
6752aa13f70a6504336c1a36,National Research Facilities & Equipment Center,Thailand
6752aa14f70a6504336c1a37,Union Link Co. Ltd,Thailand
6752aa15f70a6504336c1a38,"Union Link Co., Ltd.",Thailand
6752aa15f70a6504336c1a39,Thailand for,Thailand
6752aa16f70a6504336c1a3a,Department of Mechanical Engineering and Metallurgical and Materials Engineering,None
6752aa17f70a6504336c1a3b,Collection and Management of COVID-19 Related Clinical Data and Biological Specimens for Researches,None
6752aa18f70a6504336c1a3c,Department of Livestock and Fisheries,Laos
6752aa19f70a6504336c1a3d,LISBP,France
6752aa1af70a6504336c1a3e,INSU,France
6752aa1af70a6504336c1a3f,Southern Hemisphere,None
6752aa1bf70a6504336c1a40,ST Postgraduate Education and Research Development Office,Thailand
6752aa1cf70a6504336c1a41,MOST 108-2320-B-037-037,Taiwan
6752aa1df70a6504336c1a42,MOST 108-2918-I-037-001,Taiwan
6752aa1ef70a6504336c1a43,CUniverse research promotion project,Thailand
6752aa1ff70a6504336c1a44,S.N.,None
6752aa1ff70a6504336c1a45,Department of Nephrology,None
6752aa20f70a6504336c1a46,Kidney Disease Research Centre,Thailand
6752aa21f70a6504336c1a47,Glass Technology Excellence Center,Thailand
6752aa21f70a6504336c1a48,Wachira’s farm,Thailand
6752aa22f70a6504336c1a49,Medical Genomics Cluster,Thailand
6752aa23f70a6504336c1a4a,Concrete and Materials Testing Laboratory,Thailand
6752aa24f70a6504336c1a4b,The Institute of Research and Development,None
6752aa25f70a6504336c1a4c,Uriach Group,Spain
6752aa25f70a6504336c1a4d,CU-IIAC,Thailand
6752aa26f70a6504336c1a4e,Municipal Solid Waste,None
6752aa27f70a6504336c1a4f,Asia Expert Panel Meeting,None
6752aa28f70a6504336c1a50,Southeast Asian bee pollinators,Thailand
6752aa28f70a6504336c1a51,Megumi Machida,None
6752aa29f70a6504336c1a52,Qian Sun and Bin Li at First,China
6752aa2af70a6504336c1a53,Suparat Jaingam and Chutima Yaiyiam at Siriraj Hospital,Thailand
6752aa2bf70a6504336c1a54,Tuangsit Wataganara at Siriraj Hospital,Thailand
6752aa2bf70a6504336c1a55,Wing Cheong Leung and Fung King Lai at Kwong Wah Hospital,Hong Kong
6752aa2cf70a6504336c1a56,Yau Ma Tei,Hong Kong
6752aa2df70a6504336c1a57,Bioassay Laboratory,None
6752aa2ef70a6504336c1a58,EGM,None
6752aa2ff70a6504336c1a59,Department of Physics,None
6752aa31f70a6504336c1a5a,Global Environmental Research Account for National Institutes,Japan
6752aa31f70a6504336c1a5b,Pathogen Bank,Thailand
6752aa32f70a6504336c1a5c,"Department of Aquatic Science, Faculty of Science",None
6752aa33f70a6504336c1a5d,AMIAS,None
6752aa34f70a6504336c1a5e,"IPST , STAR",Thailand
6752aa34f70a6504336c1a5f,Ban Pao Health Promoting Hospital,Thailand
6752aa35f70a6504336c1a60,Dental Pulp and Bone Cells Research Unit,Thailand
6752aa37f70a6504336c1a61,Aerospace Research and Development,None
6752aa38f70a6504336c1a62,ICU,Japan
6752aa38f70a6504336c1a63,Alzheimer's Disease,None
6752aa39f70a6504336c1a64,Martek Biosciences Inc,United States
6752aa3af70a6504336c1a65,NIMA,United States
6752aa3af70a6504336c1a66,Neuroimmunology of Mood Disorders,None
6752aa3bf70a6504336c1a67,NPRCT-CU,Thailand
6752aa3cf70a6504336c1a68,Division of Clinical Epidemiology,None
6752aa3df70a6504336c1a69,Focal Intelligence Co. Ltd,Thailand
6752aa3ef70a6504336c1a6a,Giles-O'Malley Family Fund,United States
6752aa3ff70a6504336c1a6b,Giles-O’Malley Family Fund,United States
6752aa3ff70a6504336c1a6c,Capacity Building of KU,Thailand
6752aa40f70a6504336c1a6d,A.F. Goodrich Chemicals Co.,United States
6752aa41f70a6504336c1a6e,Computer Science and Information Technology Department,Thailand
6752aa42f70a6504336c1a6f,Department of Urban and Regional Planning,None
6752aa42f70a6504336c1a70,District Chief of Environment and Sanitation,Thailand
6752aa43f70a6504336c1a71,Pulp & Paper,None
6752aa44f70a6504336c1a72,Sugar Industries,Thailand
6752aa44f70a6504336c1a73,Alongkot Fanka,Thailand
6752aa45f70a6504336c1a74,Faculty of Medicine Research Fund,Thailand
6752aa46f70a6504336c1a75,swine virus evolution and vaccine research,None
6752aa46f70a6504336c1a76,Chalong Latex Industry Co. Ltd,Thailand
6752aa47f70a6504336c1a77,Natural Rubber Innovation Research Institute,Thailand
6752aa48f70a6504336c1a78,LSDF,Germany
6752aa49f70a6504336c1a79,Graduate Student Fund,None
6752aa4af70a6504336c1a7a,Fisheries Administration,Cambodia
6752aa4bf70a6504336c1a7b,Faculty of Allied Health Sciences Research Fund,Thailand
6752aa4cf70a6504336c1a7c,Innovation-CU,Thailand
6752aa4cf70a6504336c1a7d,Excellence Center for Critical Care Nephrology,Thailand
6752aa4df70a6504336c1a7e,Noonsomboon Health Center,Thailand
6752aa4ef70a6504336c1a7f,Veterinary Pathogen Bank and Animal Virome and Diagnostic Development Research Group,Thailand
6752aa4ff70a6504336c1a80,Department of Biological Chemistry,None
6752aa4ff70a6504336c1a81,CU Global Partnership Programme,Thailand
6752aa50f70a6504336c1a82,Comprehensive Analysis Center,None
6752aa51f70a6504336c1a83,Department of Medical Serv-ices,Thailand
6752aa51f70a6504336c1a84,DMF Co. Ltd,Thailand
